,nazwa,okres,mln_EUR
2201,WASKO,2014-06,45.58
2202,JWCONSTR,2014-06,45.49
2203,OPONEO.PL,2014-06,44.38
2204,APLISENS,2014-06,43.05
2205,PANOVA,2014-06,41.7
2206,BLACKLION,2014-06,41.35
2207,CORMAY,2014-06,40.97
2208,ARCTIC,2014-06,40.63
2209,ERGIS,2014-06,40.57
2210,DUON,2014-06,40.39
2211,BEST,2014-06,39.37
2212,IPOPEMA,2014-06,39.28
2213,LIBET,2014-06,38.33
2214,MNI,2014-06,37.57
2215,BBIDEV,2014-06,36.96
2216,ORZBIALY,2014-06,36.02
2217,MWTRADE,2014-06,35.14
2218,GINOROSSI,2014-06,34.78
2219,KONSSTALI,2014-06,34.57
2220,MIESZKO,2014-06,34.37
2221,IMMOBILE,2014-06,33.97
2222,GRAAL,2014-06,33.69
2223,QUMAK,2014-06,32.96
2224,TIM,2014-06,32.28
2225,ALMA,2014-06,31.94
2226,POLIMEXMS,2014-06,31.74
2227,FERRUM,2014-06,31.73
2228,POZBUD,2014-06,31.4
2229,ATENDE,2014-06,30.75
2230,KREC,2014-06,30.3
2231,BERLING,2014-06,30.28
2232,INSTALKRK,2014-06,30.05
2233,CIGAMES,2014-06,29.86
2234,HYGIENIKA,2014-06,29.84
2235,LUBAWA,2014-06,29.68
2236,COGNOR,2014-06,29.44
2237,EUCO,2014-06,29.21
2238,ESSYSTEM,2014-06,29.05
2239,TARCZYNSKI,2014-06,28.91
2240,PCCINTER,2014-06,28.34
2241,VOXEL,2014-06,28.14
2242,HUTMEN,2014-06,27.99
2243,OTMUCHOW,2014-06,27.11
2244,LENA,2014-06,26.9
2245,MIRBUD,2014-06,26.86
2246,INDYKPOL,2014-06,26.73
2247,MERCATOR,2014-06,26.51
2248,PLASTBOX,2014-06,26.16
2249,HERKULES,2014-06,25.87
2250,MOSTALWAR,2014-06,25.28
2251,WOJAS,2014-06,25.13
2252,SONEL,2014-06,24.83
2253,PROCHEM,2014-06,23.4
2254,ELEKTROTI,2014-06,22.55
2255,WIKANA,2014-06,22.16
2256,SKOTAN,2014-06,22.06
2257,DECORA,2014-06,21.73
2258,ROPCZYCE,2014-06,21.39
2259,VOTUM,2014-06,21.31
2260,PRESCO,2014-06,20.83
2261,BYTOM,2014-06,20.21
2262,STAPORKOW,2014-06,20.13
2263,NOVITA,2014-06,19.59
2264,GLCOSMED,2014-06,19.3
2265,KOMPUTRON,2014-06,19.21
2266,SOLAR,2014-06,18.96
2267,PROCHNIK,2014-06,18.09
2268,BRIJU,2014-06,17.96
2269,MCLOGIC,2014-06,17.93
2270,BUDVARCEN,2014-06,17.36
2271,HYDROTOR,2014-06,17.31
2272,INTERFERI,2014-06,17.29
2273,FON,2014-06,16.96
2274,RELPOL,2014-06,16.6
2275,MFO,2014-06,16.46
2276,NOWAGALA,2014-06,16.32
2277,PRAGMAINK,2014-06,15.83
2278,VINDEXUS,2014-06,15.77
2279,ARTERIA,2014-06,15.62
2280,RAFAMET,2014-06,15.57
2281,PROTEKTOR,2014-06,15.54
2282,URSUS,2014-06,15.41
2283,POLMED,2014-06,15.33
2284,FASING,2014-06,14.9
2285,JHMDEV,2014-06,14.72
2286,TELL,2014-06,14.21
2287,INDYGO,2014-06,14.06
2288,CCENERGY,2014-06,13.76
2289,SUWARY,2014-06,13.75
2290,OPTEAM,2014-06,13.32
2291,MIT,2014-06,13.05
2292,ATREM,2014-06,12.95
2293,KRAKCHEM,2014-06,12.91
2294,PPG,2014-06,12.76
2295,PEPEES,2014-06,12.56
2296,REDAN,2014-06,12.49
2297,SEKO,2014-06,12.39
2298,MOBRUK,2014-06,12.32
2299,TESGAS,2014-06,12.28
2300,BALTONA,2014-06,12.17
2301,IVMX,2014-06,12.0
2302,ALTA,2014-06,11.99
2303,CNT,2014-06,11.8
2304,PROJPRZEM,2014-06,11.58
2305,ODLEWNIE,2014-06,11.52
2306,TALEX,2014-06,11.5
2307,BAKALLAND,2014-06,11.32
2308,PAMAPOL,2014-06,11.13
2309,CAPITAL,2014-06,11.1
2310,PETROLINV,2014-06,11.05
2311,ATLANTAPL,2014-06,10.98
2312,BOWIM,2014-06,10.97
2313,EUROTEL,2014-06,10.95
2314,KPPD,2014-06,10.92
2315,ZASTAL,2014-06,10.85
2316,FASTFIN,2014-06,10.81
2317,WISTIL,2014-06,10.69
2318,EDINVEST,2014-06,10.69
2319,MAKARONPL,2014-06,10.65
2320,PATENTUS,2014-06,10.49
2321,SFINKS,2014-06,10.48
2322,COMPERIA,2014-06,10.45
2323,4FUNMEDIA,2014-06,10.45
2324,MEGARON,2014-06,10.38
2325,PBSFINANSE,2014-06,10.3
2326,NETMEDIA,2014-06,10.1
2327,TRANSPOL,2014-06,10.09
2328,ATLANTIS,2014-06,10.08
2329,JUPITER,2014-06,10.01
2330,KBDOM,2014-06,9.97
2331,TFONE,2014-06,9.91
2332,SIMPLE,2014-06,9.89
2333,BEDZIN,2014-06,9.84
2334,PRAGMAFA,2014-06,9.78
2335,HYPERION,2014-06,9.73
2336,POLNA,2014-06,9.52
2337,TERESA,2014-06,9.26
2338,SCOPAK,2014-06,9.22
2339,MSXRESOUR,2014-06,9.13
2340,KOMPAP,2014-06,8.88
2341,CUBEITG,2014-06,8.67
2342,INVISTA,2014-06,8.58
2343,DELKO,2014-06,8.51
2344,HELIO,2014-06,8.41
2345,YAWAL,2014-06,8.27
2346,POINTGROUP,2014-06,8.23
2347,08OCTAVA,2014-06,8.02
2348,NTTSYSTEM,2014-06,7.99
2349,AWBUD,2014-06,7.73
2350,06MAGNA,2014-06,7.36
2351,BETACOM,2014-06,7.21
2352,MOSTALPLC,2014-06,7.21
2353,WANDALEX,2014-06,7.2
2354,K2INTERNT,2014-06,6.98
2355,BIPROMET,2014-06,6.97
2356,PBG,2014-06,6.84
2357,PCGUARD,2014-06,6.78
2358,IQP,2014-06,6.66
2359,DMWDM,2014-06,6.64
2360,REMAK,2014-06,6.63
2361,INTAKUS,2014-06,6.45
2362,CHEMOS,2014-06,6.37
2363,SWISSMED,2014-06,6.32
2364,LSISOFT,2014-06,6.27
2365,INTERSPPL,2014-06,6.03
2366,MEDIATEL,2014-06,5.92
2367,EKANCELAR,2014-06,5.78
2368,MIRACULUM,2014-06,5.68
2369,ECARD,2014-06,5.46
2370,INC,2014-06,5.45
2371,DROZAPOL,2014-06,5.44
2372,WADEX,2014-06,5.33
2373,ENAP,2014-06,5.0
2374,EFEKT,2014-06,4.8
2375,ELKOP,2014-06,4.69
2376,BUMECH,2014-06,4.63
2377,FAM,2014-06,4.6
2378,POLCOLORIT,2014-06,4.48
2379,MOJ,2014-06,4.46
2380,TRITON,2014-06,4.41
2381,PEMUG,2014-06,4.38
2382,IMPERA,2014-06,4.36
2383,REDWOOD,2014-06,4.29
2384,RESBUD,2014-06,4.28
2385,ARCUS,2014-06,4.21
2386,TRAVELPL,2014-06,3.95
2387,ERG,2014-06,3.85
2388,DROP,2014-06,3.74
2389,ZREMB,2014-06,3.6
2390,NORTCOAST,2014-06,3.38
2391,DSS,2014-06,3.29
2392,MEXPOLSKA,2014-06,3.18
2393,IDEATFI,2014-06,3.04
2394,FOTA,2014-06,2.94
2395,WILBO,2014-06,2.92
2396,VARIANT,2014-06,2.92
2397,RUBICON,2014-06,2.85
2398,GLOBALNRG,2014-06,2.82
2399,GANT,2014-06,2.65
2400,KCI,2014-06,2.62
2401,CALATRAVA,2014-06,2.61
2402,CAMMEDIA,2014-06,2.59
2403,SANWIL,2014-06,2.53
2404,SKYLINE,2014-06,2.52
2405,PROCAD,2014-06,2.51
2406,IDEON,2014-06,2.48
2407,PWRMEDIA,2014-06,2.4
2408,MUZA,2014-06,2.39
2409,GREMMEDIA,2014-06,2.25
2410,NOKAUT,2014-06,2.2
2411,IFCAPITAL,2014-06,2.13
2412,INTERBUD,2014-06,1.96
2413,DGA,2014-06,1.91
2414,DRAGOWSKI,2014-06,1.91
2415,IZOLACJA,2014-06,1.89
2416,MEWA,2014-06,1.88
2417,B3SYSTEM,2014-06,1.79
2418,UNIMA,2014-06,1.78
2419,QUANTUM,2014-06,1.47
2420,EUIMPLANT,2014-06,1.47
2421,PBOANIOLA,2014-06,1.44
2422,CASHFLOW,2014-06,1.41
2423,SKYSTONE,2014-06,1.41
2424,DREWEX,2014-06,1.38
2425,EFH,2014-06,1.27
2426,PRIMAMODA,2014-06,1.24
2427,ABMSOLID,2014-06,1.24
2428,BUDOPOL,2014-06,1.12
2429,ALTERCO,2014-06,1.05
2430,GREENECO,2014-06,0.93
2431,IDMSA,2014-06,0.76
2432,REGNON,2014-06,0.65
2433,AMPLI,2014-06,0.58
2434,ADVADIS,2014-06,0.48
2435,ONE2ONE,2014-06,0.34
2436,PKOBP,2014-07,10686.84
2437,PEKAO,2014-07,10463.5
2438,PGE,2014-07,9339.82
2439,PZU,2014-07,9124.64
2440,BZWBK,2014-07,8459.01
2441,PGNIG,2014-07,6857.83
2442,KGHM,2014-07,6164.75
2443,MBANK,2014-07,4743.77
2444,INGBSK,2014-07,4092.96
2445,PKNORLEN,2014-07,3800.49
2446,CYFRPLSAT,2014-07,3593.99
2447,LPP,2014-07,3430.06
2448,HANDLOWY,2014-07,3420.24
2449,ORANGEPL,2014-07,3246.22
2450,MILLENNIUM,2014-07,2185.01
2451,TAURONPE,2014-07,2133.87
2452,ENERGA,2014-07,2001.72
2453,GETINOBLE,2014-07,1756.58
2454,GRUPAAZOTY,2014-07,1734.02
2455,ENEA,2014-07,1607.17
2456,SYNTHOS,2014-07,1430.03
2457,ALIOR,2014-07,1297.54
2458,EUROCASH,2014-07,1282.8
2459,TVN,2014-07,1192.65
2460,JSW,2014-07,1171.58
2461,LOTOS,2014-07,1131.25
2462,CCC,2014-07,1012.56
2463,BOGDANKA,2014-07,936.11
2464,BGZ,2014-07,930.25
2465,ZYWIEC,2014-07,922.55
2466,ASSECOPOL,2014-07,828.81
2467,PKPCARGO,2014-07,766.13
2468,BANKBPH,2014-07,760.79
2469,NORDEABP,2014-07,729.24
2470,BUDIMEX,2014-07,681.48
2471,PULAWY,2014-07,656.45
2472,ECHO,2014-07,622.41
2473,GTC,2014-07,588.89
2474,INTERCARS,2014-07,567.54
2475,KETY,2014-07,495.62
2476,GETIN,2014-07,486.44
2477,NETIA,2014-07,470.4
2478,ORBIS,2014-07,463.65
2479,CIECH,2014-07,455.74
2480,BNPPL,2014-07,441.33
2481,FAMUR,2014-07,419.75
2482,POLICE,2014-07,405.26
2483,INTEGERPL,2014-07,374.79
2484,AMREST,2014-07,366.81
2485,GPW,2014-07,359.85
2486,KRUSZWICA,2014-07,356.4
2487,KRUK,2014-07,354.21
2488,CDPROJEKT,2014-07,348.88
2489,ZEPAK,2014-07,347.25
2490,WAWEL,2014-07,342.52
2491,STALPROD,2014-07,340.13
2492,DEBICA,2014-07,304.96
2493,BORYSZEW,2014-07,284.25
2494,GRAJEWO,2014-07,283.63
2495,APATOR,2014-07,276.29
2496,FARMACOL,2014-07,265.36
2497,DOMDEV,2014-07,263.53
2498,SANOK,2014-07,261.46
2499,KOGENERA,2014-07,249.59
2500,NEUCA,2014-07,245.41
2501,FORTE,2014-07,245.27
2502,ALCHEMIA,2014-07,242.56
2503,NFIEMF,2014-07,242.37
2504,ROVESE,2014-07,233.84
2505,BOS,2014-07,230.98
2506,PHN,2014-07,221.53
2507,KOFOLA,2014-07,218.71
2508,EMPERIA,2014-07,217.07
2509,WORKSERV,2014-07,205.73
2510,NEWAG,2014-07,193.98
2511,PELION,2014-07,192.15
2512,MEDICALG,2014-07,190.04
2513,KOPEX,2014-07,188.51
2514,LCCORP,2014-07,188.1
2515,MIDAS,2014-07,184.78
2516,PCCEXOL,2014-07,173.56
2517,MENNICA,2014-07,172.52
2518,AMICA,2014-07,171.79
2519,ACTION,2014-07,171.4
2520,CZTOREBKA,2014-07,158.74
2521,STALEXP,2014-07,157.36
2522,BENEFIT,2014-07,151.92
2523,PEP,2014-07,147.42
2524,PCCROKITA,2014-07,147.38
2525,COMARCH,2014-07,146.94
2526,MCI,2014-07,141.87
2527,PAGED,2014-07,136.25
2528,ROBYG,2014-07,135.96
2529,MEDIATEL,2014-07,128.84
2530,ALUMETAL,2014-07,126.73
2531,ZPUE,2014-07,126.08
2532,PCM,2014-07,120.12
2533,ABCDATA,2014-07,119.73
2534,LENTEX,2014-07,115.73
2535,PGODLEW,2014-07,115.17
2536,CPGROUP,2014-07,112.44
2537,MLPGROUP,2014-07,108.75
2538,MABION,2014-07,107.74
2539,ABPL,2014-07,107.61
2540,SNIEZKA,2014-07,107.12
2541,SELENAFM,2014-07,106.93
2542,SKOK,2014-07,105.84
2543,IMPEXMET,2014-07,105.19
2544,ATM,2014-07,104.21
2545,LIVECHAT,2014-07,103.15
2546,COLIAN,2014-07,101.56
2547,TRAKCJA,2014-07,100.73
2548,MAGELLAN,2014-07,99.92
2549,ZAMET,2014-07,99.21
2550,ULMA,2014-07,98.45
2551,AGORA,2014-07,97.74
2552,IMPEL,2014-07,92.69
2553,ASSECOBS,2014-07,90.29
2554,QUERCUS,2014-07,89.07
2555,OPENFIN,2014-07,88.77
2556,BIOTON,2014-07,88.46
2557,WIELTON,2014-07,87.58
2558,ASSECOSEE,2014-07,87.24
2559,ELBUDOWA,2014-07,87.08
2560,TOYA,2014-07,87.07
2561,EKOEXPORT,2014-07,85.94
2562,COMP,2014-07,85.13
2563,ELEMENTAL,2014-07,80.68
2564,ACAUTOGAZ,2014-07,80.53
2565,ZETKAMA,2014-07,77.66
2566,HAWE,2014-07,76.75
2567,ERBUD,2014-07,76.37
2568,KANIA,2014-07,73.35
2569,VISTULA,2014-07,72.65
2570,MARVIPOL,2014-07,71.75
2571,RAWLPLUG,2014-07,71.16
2572,ATMGRUPA,2014-07,68.83
2573,KREZUS,2014-07,67.66
2574,STALPROFI,2014-07,67.24
2575,OTLOG,2014-07,67.2
2576,PEKAES,2014-07,65.89
2577,SECOGROUP,2014-07,65.22
2578,MOSTALZAB,2014-07,64.82
2579,CELTIC,2014-07,63.72
2580,POLNORD,2014-07,62.38
2581,KINOPOL,2014-07,62.31
2582,ENERGOINS,2014-07,61.38
2583,RAFAKO,2014-07,61.34
2584,UNIBEP,2014-07,60.47
2585,RADPOL,2014-07,59.61
2586,MONNARI,2014-07,59.45
2587,BSCDRUK,2014-07,58.88
2588,KREDYTIN,2014-07,58.62
2589,IZOSTAL,2014-07,55.05
2590,AMBRA,2014-07,53.33
2591,PTI,2014-07,52.02
2592,RAINBOW,2014-07,52.0
2593,DTP,2014-07,51.46
2594,INTROL,2014-07,50.86
2595,ENELMED,2014-07,50.65
2596,HARPER,2014-07,49.7
2597,GROCLIN,2014-07,49.21
2598,FERRO,2014-07,48.94
2599,SMT,2014-07,48.88
2600,INPRO,2014-07,48.56
2601,SYGNITY,2014-07,47.81
2602,ELZAB,2014-07,47.67
2603,WINVEST,2014-07,47.36
2604,EMCINSMED,2014-07,46.76
2605,VISTAL,2014-07,45.05
2606,VANTAGE,2014-07,44.84
2607,WASKO,2014-07,44.02
2608,ERGIS,2014-07,43.75
2609,FEERUM,2014-07,43.75
2610,DUDA,2014-07,43.6
2611,OPONEO.PL,2014-07,43.14
2612,ARCTIC,2014-07,42.76
2613,RANKPROGR,2014-07,42.5
2614,DUON,2014-07,42.33
2615,JWCONSTR,2014-07,41.95
2616,APLISENS,2014-07,41.37
2617,ZUE,2014-07,41.04
2618,BLACKLION,2014-07,39.01
2619,IMMOBILE,2014-07,37.8
2620,BEST,2014-07,37.3
2621,PANOVA,2014-07,37.22
2622,IPOPEMA,2014-07,37.17
2623,CORMAY,2014-07,37.11
2624,MNI,2014-07,35.17
2625,KONSSTALI,2014-07,34.54
2626,MWTRADE,2014-07,33.61
2627,GINOROSSI,2014-07,33.23
2628,MIESZKO,2014-07,32.88
2629,LIBET,2014-07,32.78
2630,GRAAL,2014-07,32.7
2631,POLIMEXMS,2014-07,31.71
2632,QUMAK,2014-07,31.32
2633,IFSA,2014-07,31.25
2634,EUCO,2014-07,30.93
2635,BBIDEV,2014-07,30.4
2636,ATENDE,2014-07,29.68
2637,KREC,2014-07,29.56
2638,VOXEL,2014-07,29.51
2639,TIM,2014-07,28.79
2640,MERCOR,2014-07,28.62
2641,ALMA,2014-07,28.38
2642,LUBAWA,2014-07,28.34
2643,POZBUD,2014-07,28.29
2644,HUTMEN,2014-07,28.22
2645,INSTALKRK,2014-07,27.82
2646,TARCZYNSKI,2014-07,26.79
2647,COGNOR,2014-07,26.72
2648,FERRUM,2014-07,26.52
2649,HYGIENIKA,2014-07,26.36
2650,INDYKPOL,2014-07,26.33
2651,WOJAS,2014-07,26.27
2652,PLASTBOX,2014-07,26.14
2653,BERLING,2014-07,26.13
2654,OTMUCHOW,2014-07,25.9
2655,CIGAMES,2014-07,25.73
2656,ORZBIALY,2014-07,25.71
2657,MIRBUD,2014-07,25.36
2658,PCCINTER,2014-07,24.96
2659,MOSTALWAR,2014-07,24.83
2660,SONEL,2014-07,24.81
2661,LENA,2014-07,24.49
2662,ESSYSTEM,2014-07,24.09
2663,HERKULES,2014-07,23.35
2664,ROPCZYCE,2014-07,23.14
2665,NOVITA,2014-07,22.77
2666,PROCHEM,2014-07,21.52
2667,WIKANA,2014-07,21.34
2668,HYDROTOR,2014-07,21.25
2669,MERCATOR,2014-07,20.76
2670,GLCOSMED,2014-07,20.48
2671,URSUS,2014-07,19.68
2672,ELEKTROTI,2014-07,19.61
2673,DECORA,2014-07,19.41
2674,VOTUM,2014-07,19.02
2675,KOMPUTRON,2014-07,18.6
2676,BYTOM,2014-07,18.48
2677,SKOTAN,2014-07,18.41
2678,PRESCO,2014-07,18.22
2679,SOLAR,2014-07,17.58
2680,BRIJU,2014-07,17.19
2681,INTERFERI,2014-07,17.14
2682,MCLOGIC,2014-07,17.06
2683,NOWAGALA,2014-07,16.44
2684,TELEPOLSKA,2014-07,16.17
2685,CCENERGY,2014-07,16.04
2686,MFO,2014-07,15.82
2687,PRAGMAINK,2014-07,15.73
2688,RAFAMET,2014-07,15.56
2689,VINDEXUS,2014-07,15.48
2690,STAPORKOW,2014-07,15.35
2691,ARTERIA,2014-07,15.14
2692,FON,2014-07,14.98
2693,RELPOL,2014-07,14.84
2694,JHMDEV,2014-07,14.71
2695,FASING,2014-07,14.55
2696,PROCHNIK,2014-07,14.43
2697,SUWARY,2014-07,13.86
2698,PROTEKTOR,2014-07,13.84
2699,BALTONA,2014-07,13.54
2700,POLMED,2014-07,12.73
2701,INDYGO,2014-07,12.66
2702,WISTIL,2014-07,12.33
2703,PPG,2014-07,12.31
2704,TELL,2014-07,12.26
2705,CNT,2014-07,12.12
2706,SEKO,2014-07,11.98
2707,KRAKCHEM,2014-07,11.97
2708,PETROLINV,2014-07,11.62
2709,ATREM,2014-07,11.5
2710,TESGAS,2014-07,11.31
2711,REDAN,2014-07,11.19
2712,PEPEES,2014-07,11.18
2713,MAKARONPL,2014-07,11.02
2714,KPPD,2014-07,10.99
2715,CAPITAL,2014-07,10.98
2716,TFONE,2014-07,10.94
2717,BAKALLAND,2014-07,10.89
2718,IVMX,2014-07,10.88
2719,ATLANTAPL,2014-07,10.77
2720,ODLEWNIE,2014-07,10.67
2721,PAMAPOL,2014-07,10.52
2722,ZASTAL,2014-07,10.47
2723,PBSFINANSE,2014-07,10.44
2724,COMPERIA,2014-07,10.4
2725,MEGARON,2014-07,10.37
2726,MIT,2014-07,10.35
2727,PATENTUS,2014-07,10.34
2728,EDINVEST,2014-07,10.28
2729,ALTA,2014-07,10.16
2730,FASTFIN,2014-07,10.09
2731,EUROTEL,2014-07,10.07
2732,NETMEDIA,2014-07,10.04
2733,BEDZIN,2014-07,10.01
2734,PROJPRZEM,2014-07,9.89
2735,JUPITER,2014-07,9.76
2736,SFINKS,2014-07,9.7
2737,4FUNMEDIA,2014-07,9.65
2738,ATLANTIS,2014-07,9.62
2739,TALEX,2014-07,9.6
2740,BOWIM,2014-07,9.56
2741,SIMPLE,2014-07,9.37
2742,TRANSPOL,2014-07,9.33
2743,OPTEAM,2014-07,9.29
2744,MOBRUK,2014-07,9.0
2745,KBDOM,2014-07,8.89
2746,POLNA,2014-07,8.8
2747,HYPERION,2014-07,8.75
2748,PRAGMAFA,2014-07,8.69
2749,TERESA,2014-07,8.62
2750,DELKO,2014-07,8.41
2751,HELIO,2014-07,8.29
2752,INVISTA,2014-07,8.2
2753,SCOPAK,2014-07,8.07
2754,POINTGROUP,2014-07,7.98
2755,08OCTAVA,2014-07,7.81
2756,CUBEITG,2014-07,7.74
2757,NTTSYSTEM,2014-07,7.72
2758,KOMPAP,2014-07,7.64
2759,MSXRESOUR,2014-07,7.59
2760,06MAGNA,2014-07,7.52
2761,REMAK,2014-07,7.28
2762,CHEMOS,2014-07,7.09
2763,YAWAL,2014-07,7.08
2764,BETACOM,2014-07,7.07
2765,PCGUARD,2014-07,6.78
2766,K2INTERNT,2014-07,6.78
2767,BIPROMET,2014-07,6.55
2768,INTAKUS,2014-07,6.45
2769,LSISOFT,2014-07,6.09
2770,WANDALEX,2014-07,6.02
2771,INTERSPPL,2014-07,5.76
2772,MOSTALPLC,2014-07,5.74
2773,RESBUD,2014-07,5.43
2774,MIRACULUM,2014-07,5.34
2775,DROZAPOL,2014-07,5.29
2776,PEMUG,2014-07,5.25
2777,DMWDM,2014-07,5.25
2778,SWISSMED,2014-07,5.14
2779,WADEX,2014-07,5.08
2780,INC,2014-07,5.05
2781,IQP,2014-07,4.99
2782,PBG,2014-07,4.91
2783,ECARD,2014-07,4.85
2784,EFEKT,2014-07,4.84
2785,BUMECH,2014-07,4.69
2786,REDWOOD,2014-07,4.65
2787,ELKOP,2014-07,4.58
2788,ENAP,2014-07,4.51
2789,FAM,2014-07,4.44
2790,IMPERA,2014-07,4.4
2791,AWBUD,2014-07,4.35
2792,TRITON,2014-07,4.28
2793,MOJ,2014-07,4.27
2794,ARCUS,2014-07,4.14
2795,TRAVELPL,2014-07,4.02
2796,EKANCELAR,2014-07,3.97
2797,POLCOLORIT,2014-07,3.83
2798,ERG,2014-07,3.47
2799,ZREMB,2014-07,3.35
2800,CAMMEDIA,2014-07,2.97
2801,DROP,2014-07,2.96
2802,WILBO,2014-07,2.92
2803,VARIANT,2014-07,2.87
2804,STARHEDGE,2014-07,2.74
2805,KCI,2014-07,2.62
2806,NORTCOAST,2014-07,2.61
2807,FOTA,2014-07,2.51
2808,SKYLINE,2014-07,2.5
2809,IDEON,2014-07,2.47
2810,SANWIL,2014-07,2.41
2811,MEXPOLSKA,2014-07,2.37
2812,MUZA,2014-07,2.36
2813,CALATRAVA,2014-07,2.34
2814,PROCAD,2014-07,2.34
2815,PWRMEDIA,2014-07,2.21
2816,IFCAPITAL,2014-07,2.14
2817,NOKAUT,2014-07,2.14
2818,GREMMEDIA,2014-07,2.14
2819,RUBICON,2014-07,2.1
2820,INTERBUD,2014-07,1.97
2821,IDEATFI,2014-07,1.9
2822,IZOLACJA,2014-07,1.83
2823,EUIMPLANT,2014-07,1.83
2824,DGA,2014-07,1.76
2825,GANT,2014-07,1.74
2826,DREWEX,2014-07,1.68
2827,MEWA,2014-07,1.67
2828,UNIMA,2014-07,1.65
2829,DRAGOWSKI,2014-07,1.59
2830,QUANTUM,2014-07,1.46
2831,B3SYSTEM,2014-07,1.43
2832,SKYSTONE,2014-07,1.41
2833,DSS,2014-07,1.3
2834,PRIMAMODA,2014-07,1.28
2835,PBOANIOLA,2014-07,1.26
2836,ALTERCO,2014-07,1.05
2837,CASHFLOW,2014-07,1.04
2838,ABMSOLID,2014-07,0.95
2839,IDMSA,2014-07,0.89
2840,BUDOPOL,2014-07,0.87
2841,EFH,2014-07,0.74
2842,REGNON,2014-07,0.65
2843,GREENECO,2014-07,0.65
2844,ADVADIS,2014-07,0.48
2845,AMPLI,2014-07,0.38
2846,ONE2ONE,2014-07,0.25
2847,PKOBP,2014-08,11349.07
2848,PEKAO,2014-08,11220.5
2849,PGE,2014-08,9679.67
2850,PZU,2014-08,9613.15
2851,BZWBK,2014-08,8727.1
2852,PGNIG,2014-08,6834.25
2853,KGHM,2014-08,6256.97
2854,MBANK,2014-08,4643.63
2855,INGBSK,2014-08,4199.86
2856,PKNORLEN,2014-08,4003.08
2857,CYFRPLSAT,2014-08,3884.73
2858,LPP,2014-08,3694.5
2859,HANDLOWY,2014-08,3551.12
2860,ORANGEPL,2014-08,3345.61
2861,MILLENNIUM,2014-08,2312.26
2862,TAURONPE,2014-08,2075.82
2863,ENERGA,2014-08,2049.25
2864,GRUPAAZOTY,2014-08,1760.04
2865,GETINOBLE,2014-08,1635.54
2866,ENEA,2014-08,1571.75
2867,SYNTHOS,2014-08,1444.84
2868,ALIOR,2014-08,1265.21
2869,TVN,2014-08,1163.87
2870,EUROCASH,2014-08,1134.79
2871,CCC,2014-08,1084.67
2872,BGZ,2014-08,1050.04
2873,ZYWIEC,2014-08,948.41
2874,BOGDANKA,2014-08,940.58
2875,JSW,2014-08,933.07
2876,LOTOS,2014-08,929.14
2877,ASSECOPOL,2014-08,833.37
2878,PKPCARGO,2014-08,786.58
2879,BUDIMEX,2014-08,739.32
2880,NORDEABP,2014-08,720.78
2881,BANKBPH,2014-08,674.25
2882,INTERCARS,2014-08,637.29
2883,PULAWY,2014-08,619.34
2884,ECHO,2014-08,592.65
2885,KETY,2014-08,539.97
2886,GTC,2014-08,492.0
2887,GETIN,2014-08,463.47
2888,NETIA,2014-08,454.2
2889,CIECH,2014-08,451.83
2890,ORBIS,2014-08,448.42
2891,BNPPL,2014-08,443.25
2892,FAMUR,2014-08,405.74
2893,AMREST,2014-08,400.32
2894,INTEGERPL,2014-08,398.08
2895,KRUK,2014-08,387.92
2896,POLICE,2014-08,382.75
2897,GPW,2014-08,375.2
2898,ZEPAK,2014-08,364.33
2899,STALPROD,2014-08,359.17
2900,WAWEL,2014-08,352.41
2901,CDPROJEKT,2014-08,349.34
2902,KRUSZWICA,2014-08,340.75
2903,GRAJEWO,2014-08,323.92
2904,BORYSZEW,2014-08,321.16
2905,DEBICA,2014-08,316.13
2906,SANOK,2014-08,296.65
2907,APATOR,2014-08,277.41
2908,FARMACOL,2014-08,268.39
2909,FORTE,2014-08,264.97
2910,PHN,2014-08,264.08
2911,KOGENERA,2014-08,254.65
2912,ALCHEMIA,2014-08,239.27
2913,ROVESE,2014-08,234.98
2914,DOMDEV,2014-08,229.01
2915,BOS,2014-08,227.87
2916,NEUCA,2014-08,216.93
2917,WORKSERV,2014-08,216.29
2918,KOFOLA,2014-08,195.49
2919,PELION,2014-08,194.67
2920,EMPERIA,2014-08,191.95
2921,NEWAG,2014-08,191.31
2922,NFIEMF,2014-08,190.64
2923,MEDICALG,2014-08,189.96
2924,KOPEX,2014-08,189.67
2925,AMICA,2014-08,184.19
2926,MIDAS,2014-08,182.64
2927,LCCORP,2014-08,180.6
2928,MENNICA,2014-08,170.4
2929,ACTION,2014-08,165.59
2930,STALEXP,2014-08,156.71
2931,COMARCH,2014-08,152.37
2932,BENEFIT,2014-08,152.28
2933,PCCROKITA,2014-08,151.98
2934,PCCEXOL,2014-08,149.85
2935,PAGED,2014-08,147.65
2936,PEP,2014-08,144.19
2937,CZTOREBKA,2014-08,141.4
2938,MCI,2014-08,139.48
2939,ROBYG,2014-08,136.24
2940,ALUMETAL,2014-08,134.92
2941,MEDIATEL,2014-08,132.0
2942,ALTUSTFI,2014-08,126.55
2943,PGODLEW,2014-08,122.75
2944,IMPEXMET,2014-08,122.48
2945,ZPUE,2014-08,121.61
2946,PCM,2014-08,121.55
2947,ABCDATA,2014-08,118.64
2948,MLPGROUP,2014-08,113.94
2949,LENTEX,2014-08,112.96
2950,ABPL,2014-08,107.55
2951,SKOK,2014-08,104.61
