,Spółki krajowe według kapitalizacji (na koniec miesiąca) / Domestic shares by market capitalization (eop),Spółki krajowe według kapitalizacji (na koniec okresu) / Domestic shares by market capitalization (eop),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,okres
43,,"38 GPW 41,97 1 784 404 0,39 460,99","16,00","3,87","7,6",,2011-09
44,,"39 KRUSZWICA 22,99 1 747 396 0,38 680,53","19,30","2,57","1,2",,2011-09
45,,"40 BGZ 43,14 1 721 390 0,38 2 575,80","11,50","0,67","0,0",,2011-09
46,,"41 ORBIS 46,08 1 705 386 0,37 1 843,44","37,20","0,92","0,0",,2011-09
47,,"42 PULAWY 19,12 1 657 376 0,36 1 943,62","5,60","0,85","1,2",,2011-09
48,,"43 CCC 38,40 1 628 369 0,36 410,48","15,30","3,97","3,5",,2011-09
49,,"44 ECHO 420,00 1 520 345 0,33 1 956,74","9,20","0,78","0,0",,2011-09
50,,"45 TUEUROPA 9,45 1 511 343 0,33 758,41","9,20","1,99","6,6",,2011-09
51,,"46 EMPERIA 15,12 1 480 335 0,33 862,46","15,70","1,72","2,7",,2011-09
52,,"47 AMREST 21,21 1 432 325 0,31 890,43","35,90","1,61","0,0",,2011-09
53,,"48 KOPEX 74,33 1 375 312 0,30 2 416,57","20,50","0,57","0,0",,2011-09
54,,"49 FAMUR 481,50 1 209 274 0,27 898,33","10,40","1,35","24,7",,2011-09
55,,"50 ALCHEMIA 207,00 1 201 272 0,26 560,90","26,10","2,14","0,0",,2011-09
56,,"51 INTERCARS 14,17 1 134 257 0,25 606,63","13,50","1,87","0,0",,2011-09
57,,"52 KOGENERA 14,90 1 118 254 0,25 1 059,15","9,10","1,06","4,7",,2011-09
58,,"53 CERSANIT 216,38 1 028 233 0,23 1 331,31","887,60","0,77","0,0",,2011-09
59,,"54 BORYSZEW 2 256,72 993 225 0,22 1 205,08","7,40","0,82","0,0",,2011-09
60,,"55 MMPPL 106,30 962 218 0,21 306,50","12,10","3,14","0,0",,2011-09
61,,"56 NFIEMF 104,03 900 204 0,20 467,96","14,40","1,92","2,2",,2011-09
62,,"57 BOS 16,37 892 202 0,20 1 113,86","16,20","0,80","0,0",,2011-09
63,,"58 KETY 9,23 890 202 0,20 879,91","8,50","1,01","4,1",,2011-09
64,,"59 POLICE 75,00 817 185 0,18 679,45","5,00","1,20","0,0",,2011-09
65,,"60 PBG 14,30 801 182 0,18 1 981,27","3,10","0,40","2,5",,2011-09
66,,"61 DEBICA 13,80 759 172 0,17 770,50","7,60","0,99","5,4",,2011-09
67,,"62 KRUK 16,90 727 165 0,16 211,86","12,60","3,43","0,0",,2011-09
68,,"63 CELTIC 34,07 719 163 0,16 803,14","17,20","0,90","0,0",,2011-09
69,,"64 CIECH 52,70 717 162 0,16 1 269,77","12,30","0,56","0,0",,2011-09
70,,"65 IMPEXMET 200,00 712 161 0,16 977,46","6,80","0,73","5,6",,2011-09
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2011-10
1,,emisji Market capitalization księgowa,,,dywidendy,,2011-10
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2011-10
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2011-10
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2011-10
5,,(mil.) (PLN mil.),,,(%),,2011-10
6,,"1 PKOBP 1 250,00 45 375 10 447 9,36 20 641,94","12,80","2,20","5,5",,2011-10
7,,"2 PEKAO 262,37 38 830 8 940 8,01 19 876,97","14,60","1,95","4,6",,2011-10
8,,"3 PGE 1 869,78 36 648 8 438 7,56 38 651,21","9,80","0,95","3,3",,2011-10
9,,"4 KGHM 200,00 30 900 7 114 6,38 16 428,01","4,70","1,88","9,6",,2011-10
10,,"5 PZU 86,35 29 144 6 710 6,01 12 230,70","10,30","2,38","7,7",,2011-10
11,,"6 PGNIG 5 900,00 23 423 5 393 4,83 23 892,05","9,50","0,98","3,0",,2011-10
12,,"7 TPSA 1 335,65 22 572 5 197 4,66 13 807,00","33,10","1,63","8,9",,2011-10
13,,"8 BZWBK 73,08 16 881 3 887 3,48 6 849,45","14,90","2,46","3,5",,2011-10
14,,"9 PKNORLEN 427,71 16 873 3 885 3,48 26 550,18","4,50","0,64","0,0",,2011-10
15,,"10 BRE 42,10 11 561 2 662 2,39 7 599,45","12,20","1,52","0,0",,2011-10
16,,"11 JSW 119,21 11 098 2 555 2,29 7 075,10","7,70","1,57","0,0",,2011-10
17,,"12 INGBSK 13,01 10 070 2 318 2,08 5 953,74","12,10","1,69","1,9",,2011-10
18,,"13 HANDLOWY 130,66 9 799 2 256 2,02 6 095,72","13,30","1,61","7,6",,2011-10
19,,"14 TAURONPE 1 752,55 9 709 2 235 2,00 15 636,83","9,00","0,62","2,7",,2011-10
20,,"15 ENEA 441,44 8 387 1 931 1,73 10 098,64","12,20","0,83","2,3",,2011-10
21,,"16 GETIN 731,99 6 273 1 444 1,29 5 912,76","6,10","1,06","0,0",,2011-10
22,,"17 ZYWIEC 10,27 5 649 1 301 1,17 235,97","16,20","23,94","8,2",,2011-10
23,,"18 SYNTHOS 1 323,25 5 611 1 292 1,16 2 469,97","8,30","2,27","1,7",,2011-10
24,,"19 MILLENNIUM 1 213,12 5 398 1 243 1,11 4 134,74","13,30","1,31","2,2",,2011-10
25,,"20 CYFRPLSAT 348,35 5 152 1 186 1,06 1 870,59","20,50","2,75","0,0",,2011-10
26,,"21 GETINOBLE 953,76 4 702 1 083 0,97 4 080,45","4,60","1,15","0,0",,2011-10
27,,"22 TVN 343,88 4 378 1 008 0,90 1 265,37","42,00","3,46","0,3",,2011-10
28,,"23 KREDYTB 271,66 3 925 904 0,81 2 955,93","11,70","1,33","2,6",,2011-10
29,,"24 ASSECOPOL 77,57 3 851 887 0,79 6 408,60","9,80","0,60","3,6",,2011-10
30,,"25 LOTOS 129,87 3 725 858 0,77 8 596,10","1,70","0,43","0,0",,2011-10
31,,"26 BOGDANKA 34,01 3 707 854 0,77 1 983,56","20,00","1,87","1,3",,2011-10
32,,"27 LPP 1,78 3 689 849 0,76 691,72","20,00","5,33","3,7",,2011-10
33,,"28 BANKBPH 76,67 3 680 847 0,76 4 478,81","19,10","0,82","0,0",,2011-10
34,,"29 SWIECIE 50,00 3 605 830 0,74 1 678,45","8,60","2,15","0,0",,2011-10
35,,"30 EUROCASH 136,96 3 493 804 0,72 457,82","27,80","7,63","1,5",,2011-10
36,,"31 BNPPL 24,12 2 569 592 0,53 1 364,34","70,70","1,88","0,0",,2011-10
37,,"32 GTC 219,37 2 501 576 0,52 4 116,06","96,60","0,61","0,0",,2011-10
38,,"33 NETIA 391,06 2 112 486 0,44 2 288,46","9,40","0,92","0,0",,2011-10
39,,"34 STALPROD 6,73 2 064 475 0,43 1 456,40","24,10","1,42","1,1",,2011-10
40,,"35 BUDIMEX 25,53 2 042 470 0,42 568,30","7,80","3,59","11,4",,2011-10
41,,"36 AZOTYTARNOW 64,12 1 988 458 0,41 2 137,60","4,00","0,93","0,0",,2011-10
42,,"37 BGZ 43,14 1 930 444 0,40 2 575,80","12,90","0,75","0,0",,2011-10
43,,"38 GPW 41,97 1 885 434 0,39 460,99","16,90","4,09","7,1",,2011-10
44,,"39 ORBIS 46,08 1 885 434 0,39 1 843,44","41,10","1,02","0,0",,2011-10
45,,"40 BORYSZEW 2 256,72 1 828 421 0,38 1 205,08","13,60","1,52","0,0",,2011-10
46,,"41 PULAWY 19,12 1 816 418 0,37 1 943,62","6,10","0,93","1,1",,2011-10
47,,"42 NORDEABP 55,50 1 720 396 0,36 1 986,82","6,30","0,87","0,0",,2011-10
48,,"43 EMPERIA 15,12 1 707 393 0,35 862,46","18,10","1,98","2,3",,2011-10
49,,"44 CCC 38,40 1 690 389 0,35 410,48","15,80","4,12","3,4",,2011-10
50,,"45 KRUSZWICA 22,99 1 609 370 0,33 680,53","17,80","2,36","1,3",,2011-10
51,,"46 ECHO 420,00 1 571 362 0,32 1 956,74","9,50","0,80","0,0",,2011-10
52,,"47 TUEUROPA 9,45 1 422 327 0,29 758,41","8,60","1,88","7,0",,2011-10
53,,"48 AMREST 21,21 1 421 327 0,29 890,43","35,60","1,60","0,0",,2011-10
54,,"49 KOPEX 74,33 1 360 313 0,28 2 416,57","20,30","0,56","0,0",,2011-10
55,,"50 FAMUR 481,50 1 300 299 0,27 898,33","11,20","1,45","23,0",,2011-10
56,,"51 PBG 14,30 1 242 286 0,26 1 981,27","4,80","0,63","1,6",,2011-10
57,,"52 INTERCARS 14,17 1 183 272 0,24 606,63","14,10","1,95","0,0",,2011-10
58,,"53 ALCHEMIA 207,00 1 147 264 0,24 560,90","24,90","2,04","0,0",,2011-10
59,,"54 KOGENERA 14,90 1 146 264 0,24 1 059,15","9,30","1,08","4,6",,2011-10
60,,"55 NFIEMF 104,03 1 000 230 0,21 467,96","16,00","2,14","2,0",,2011-10
61,,"56 CERSANIT 216,38 982 226 0,20 1 331,31","848,30","0,74","0,0",,2011-10
62,,"57 KETY 9,23 978 225 0,20 879,91","9,30","1,11","3,8",,2011-10
63,,"58 MMPPL 106,30 962 221 0,20 306,50","12,10","3,14","0,0",,2011-10
64,,"59 BOS 16,37 859 198 0,18 1 113,86","15,60","0,77","0,0",,2011-10
65,,"60 POLICE 75,00 855 197 0,18 679,45","5,20","1,26","0,0",,2011-10
66,,"61 POLIMEXMS 521,15 844 194 0,17 1 459,79","9,10","0,58","2,5",,2011-10
67,,"62 DEBICA 13,80 798 184 0,16 770,50","8,00","1,04","5,1",,2011-10
68,,"63 AGORA 50,94 752 173 0,16 1 248,15","13,00","0,60","3,4",,2011-10
69,,"64 IMPEXMET 200,00 740 170 0,15 977,46","7,10","0,76","5,4",,2011-10
70,,"65 CIECH 52,70 726 167 0,15 1 269,77","12,40","0,57","0,0",,2011-10
71,,"66 WAWEL 1,50 720 166 0,15 228,26","14,10","3,15","2,1",,2011-10
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2011-11
1,,emisji Market capitalization księgowa,,,dywidendy,,2011-11
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2011-11
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2011-11
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2011-11
5,,(mil.) (PLN mil.),,,(%),,2011-11
6,,"1 PKOBP 1 250,00 41 775 9 183 8,96 21 947,62","11,20","1,90","5,9",,2011-11
7,,"2 PGE 1 869,78 39 995 8 791 8,58 39 511,48","10,50","1,01","3,0",,2011-11
8,,"3 PEKAO 262,37 38 384 8 437 8,24 20 617,61","13,80","1,86","4,6",,2011-11
9,,"4 PZU 86,35 27 581 6 063 5,92 12 419,33","11,30","2,22","8,1",,2011-11
10,,"5 KGHM 200,00 26 500 5 825 5,69 19 994,80","3,00","1,33","11,2",,2011-11
11,,"6 TPSA 1 335,65 24 710 5 431 5,30 14 214,00","13,90","1,74","8,1",,2011-11
12,,"7 PGNIG 5 900,00 24 308 5 343 5,22 24 365,75","10,00","1,00","2,9",,2011-11
13,,"8 PKNORLEN 427,71 17 190 3 778 3,69 26 694,56","7,50","0,64","0,0",,2011-11
14,,"9 BZWBK 73,08 16 661 3 662 3,58 7 233,75","13,30","2,30","3,5",,2011-11
15,,"10 BRE 42,10 11 368 2 499 2,44 7 794,94","10,90","1,46","0,0",,2011-11
16,,"11 JSW 119,21 10 854 2 386 2,33 7 718,40","7,50","1,41","0,0",,2011-11
17,,"12 INGBSK 130,10 9 940 2 185 2,13 6 196,84","11,60","1,60","2,0",,2011-11
18,,"13 TAURONPE 1 752,55 9 499 2 088 2,04 15 922,47","8,20","0,60","2,8",,2011-11
19,,"14 HANDLOWY 130,66 9 355 2 056 2,01 6 226,46","13,20","1,50","8,0",,2011-11
20,,"15 ENEA 441,44 8 343 1 834 1,79 10 405,26","10,30","0,80","2,3",,2011-11
21,,"16 SYNTHOS 1 323,25 5 624 1 236 1,21 2 743,98","6,90","2,05","1,6",,2011-11
22,,"17 ZYWIEC 10,27 5 387 1 184 1,16 272,29","17,30","19,79","10,3",,2011-11
23,,"18 GETIN 731,99 4 904 1 078 1,05 6 136,54","4,60","0,80","0,0",,2011-11
24,,"19 CYFRPLSAT 348,35 4 494 988 0,96 1 818,81","37,20","2,47","0,0",,2011-11
25,,"20 MILLENNIUM 1 213,12 4 416 971 0,95 4 434,49","9,70","1,00","2,7",,2011-11
26,,"21 ASSECOPOL 77,57 3 839 844 0,82 6 938,70","9,80","0,55","3,6",,2011-11
27,,"22 BOGDANKA 34,01 3 806 837 0,82 2 009,44","30,20","1,89","1,3",,2011-11
28,,"23 GETINOBLE 953,76 3 682 809 0,79 4 244,13","3,70","0,87","0,0",,2011-11
29,,"24 LPP 1,78 3 589 789 0,77 774,68","15,70","4,63","3,8",,2011-11
30,,"25 TVN 343,88 3 373 742 0,72 913,49","0,00","3,69","0,4",,2011-11
31,,"26 LOTOS 129,87 3 247 714 0,70 7 829,99","4,00","0,41","0,0",,2011-11
32,,"27 EUROCASH 136,96 3 232 710 0,69 494,03","25,20","6,54","1,6",,2011-11
33,,"28 BANKBPH 76,67 3 212 706 0,69 4 536,12","15,30","0,71","0,0",,2011-11
34,,"29 SWIECIE 50,00 3 095 680 0,66 1 754,24","7,20","1,76","0,0",,2011-11
35,,"30 KREDYTB 271,66 2 746 604 0,59 3 032,82","8,10","0,91","3,7",,2011-11
36,,"31 GTC 219,37 2 143 471 0,46 3 809,04","0,00","0,56","0,0",,2011-11
37,,"32 BNPPL 24,12 2 128 468 0,46 1 390,96","91,80","1,53","0,0",,2011-11
38,,"33 NETIA 391,06 2 037 448 0,44 2 294,02","8,60","0,89","0,0",,2011-11
39,,"34 BGZ 43,14 1 974 434 0,42 2 613,22","11,80","0,76","0,0",,2011-11
40,,"35 NORDEABP 55,50 1 865 410 0,40 2 082,43","6,40","0,90","0,0",,2011-11
41,,"36 BUDIMEX 25,53 1 864 410 0,40 643,27","7,30","2,90","12,4",,2011-11
42,,"37 STALPROD 6,73 1 859 409 0,40 1 491,79","17,90","1,25","1,3",,2011-11
43,,"38 AZOTYTARNOW 64,12 1 847 406 0,40 3 110,70","3,20","0,59","0,0",,2011-11
44,,"39 ORBIS 46,08 1 843 405 0,40 1 926,07","16,00","0,96","0,0",,2011-11
45,,"40 BORYSZEW 2 256,72 1 783 392 0,38 1 355,12","12,60","1,32","0,0",,2011-11
46,,"41 PULAWY 19,12 1 762 387 0,38 2 026,84","4,20","0,87","1,1",,2011-11
47,,"42 EMPERIA 15,12 1 761 387 0,38 886,64","16,40","1,99","2,2",,2011-11
48,,"43 CCC 38,40 1 709 376 0,37 430,44","17,10","3,97","3,4",,2011-11
49,,"44 GPW 41,97 1 633 359 0,35 499,29","12,80","3,27","8,3",,2011-11
50,,"45 KOPEX 74,33 1 528 336 0,33 2 470,79","12,10","0,62","0,0",,2011-11
51,,"46 ECHO 420,00 1 470 323 0,32 2 042,25","8,20","0,72","0,0",,2011-11
52,,"47 AMREST 21,21 1 440 317 0,31 921,87","23,50","1,56","0,0",,2011-11
53,,"48 TUEUROPA 9,45 1 427 314 0,31 802,74","8,40","1,78","7,0",,2011-11
54,,"49 KRUSZWICA 22,99 1 356 298 0,29 658,09","25,20","2,06","1,5",,2011-11
55,,"50 FAMUR 481,50 1 262 277 0,27 624,29","10,90","2,02","23,7",,2011-11
56,,"51 INTERCARS 14,17 1 204 265 0,26 641,33","12,20","1,88","0,0",,2011-11
57,,"52 KOGENERA 14,90 1 085 238 0,23 1 030,79","9,50","1,05","4,8",,2011-11
58,,"53 ALCHEMIA 207,00 1 078 237 0,23 586,08","18,60","1,84","0,0",,2011-11
59,,"54 PBG 14,30 1 052 231 0,23 2 058,24","3,70","0,51","1,9",,2011-11
60,,"55 KETY 9,23 895 197 0,19 915,22","8,80","0,98","4,1",,2011-11
61,,"56 CIECH 52,70 859 189 0,18 1 323,51","9,00","0,65","0,0",,2011-11
62,,"57 BOS 16,37 819 180 0,18 1 149,16","12,60","0,71","0,0",,2011-11
63,,"58 NFIEMF 104,03 815 179 0,17 489,00","12,20","1,67","2,4",,2011-11
64,,"59 CERSANIT 216,38 792 174 0,17 1 503,75","12,30","0,53","0,0",,2011-11
65,,"60 DOMDEV 24,56 761 167 0,16 796,74","15,00","0,96","2,9",,2011-11
66,,"61 DEBICA 13,80 752 165 0,16 803,15","7,80","0,94","5,4",,2011-11
67,,"62 POLICE 75,00 750 165 0,16 725,84","3,60","1,03","0,0",,2011-11
68,,"63 WAWEL 1,50 750 165 0,16 243,02","13,70","3,09","2,0",,2011-11
69,,"64 IMPEXMET 200,00 746 164 0,16 984,50","7,00","0,76","5,4",,2011-11
70,,"65 KRUK 16,90 744 163 0,16 223,52","12,50","3,33","0,0",,2011-11
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2011-12
1,,emisji Market capitalization księgowa,,,dywidendy,,2011-12
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2011-12
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2011-12
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2011-12
5,,(mil.) (PLN mil.),,,(%),,2011-12
6,,"1 PKOBP 1 250,00 40 150 9 090 9,00 21 947,62","10,80","1,83","6,2",,2011-12
7,,"2 PGE 1 869,78 38 705 8 763 8,68 39 511,48","10,10","0,98","3,1",,2011-12
8,,"3 PEKAO 262,38 37 048 8 388 8,30 20 617,61","13,40","1,80","4,8",,2011-12
9,,"4 PZU 86,35 26 683 6 041 5,98 12 419,33","10,90","2,15","8,4",,2011-12
10,,"5 PGNIG 5 900,00 24 072 5 450 5,40 24 365,75","9,90","0,99","2,9",,2011-12
11,,"6 TPSA 1 335,65 23 013 5 210 5,16 14 214,00","13,00","1,62","8,7",,2011-12
12,,"7 KGHM 200,00 22 120 5 008 4,96 19 994,80","2,50","1,11","13,5",,2011-12
13,,"8 BZWBK 73,08 16 515 3 739 3,70 7 233,75","13,20","2,28","3,5",,2011-12
14,,"9 PKNORLEN 427,71 14 499 3 283 3,25 26 694,56","6,30","0,54","0,0",,2011-12
15,,"10 BRE 42,10 10 357 2 345 2,32 7 794,94","9,90","1,33","0,0",,2011-12
16,,"11 INGBSK 130,10 10 226 2 315 2,29 6 196,84","11,90","1,65","1,9",,2011-12
17,,"12 JSW 119,21 10 025 2 270 2,25 7 718,40","6,90","1,30","0,0",,2011-12
18,,"13 TAURONPE 1 752,55 9 376 2 123 2,10 15 922,47","8,10","0,59","2,8",,2011-12
19,,"14 HANDLOWY 130,66 8 872 2 009 1,99 6 226,46","12,50","1,42","8,4",,2011-12
20,,"15 ENEA 441,44 7 946 1 799 1,78 10 405,26","9,80","0,76","2,4",,2011-12
21,,"16 SYNTHOS 1 323,25 5 822 1 318 1,31 2 743,98","7,10","2,12","1,6",,2011-12
22,,"17 ZYWIEC 10,27 5 290 1 198 1,19 272,29","17,00","19,43","10,5",,2011-12
23,,"18 GETIN 731,99 5 161 1 168 1,16 6 136,54","4,80","0,84","0,0",,2011-12
24,,"19 CYFRPLSAT 348,35 4 703 1 065 1,05 1 818,81","38,90","2,59","0,0",,2011-12
25,,"20 MILLENNIUM 1 213,12 4 610 1 044 1,03 4 434,49","10,20","1,04","2,6",,2011-12
26,,"21 EUROCASH 136,98 3 909 885 0,88 494,03","30,50","7,91","1,3",,2011-12
27,,"22 ASSECOPOL 77,57 3 762 852 0,84 6 938,70","9,60","0,54","3,7",,2011-12
28,,"23 LPP 1,78 3 584 811 0,80 774,68","15,70","4,63","3,8",,2011-12
29,,"24 TVN 343,88 3 542 802 0,79 913,49","0,00","3,88","0,4",,2011-12
30,,"25 BOGDANKA 34,01 3 534 800 0,79 2 009,44","28,10","1,76","1,3",,2011-12
31,,"26 GETINOBLE 953,76 3 472 786 0,78 4 244,13","3,50","0,82","0,0",,2011-12
32,,"27 LOTOS 129,87 3 026 685 0,68 7 829,99","3,70","0,39","0,0",,2011-12
33,,"28 SWIECIE 50,00 2 903 657 0,65 1 754,24","6,70","1,65","0,0",,2011-12
34,,"29 KREDYTB 271,66 2 662 603 0,60 3 032,82","7,80","0,88","3,8",,2011-12
35,,"30 BANKBPH 76,67 2 430 550 0,54 4 536,12","11,50","0,54","0,0",,2011-12
36,,"31 NORDEABP 55,50 2 158 489 0,48 2 082,43","7,40","1,04","0,0",,2011-12
37,,"32 NETIA 391,60 2 075 470 0,47 2 294,02","8,80","0,90","0,0",,2011-12
38,,"33 BNPPL 24,12 2 044 463 0,46 1 390,96","88,20","1,47","0,0",,2011-12
39,,"34 GTC 219,37 2 040 462 0,46 3 809,04","0,00","0,54","0,0",,2011-12
40,,"35 BGZ 43,14 2 019 457 0,45 2 613,22","12,10","0,77","0,0",,2011-12
41,,"36 BUDIMEX 25,53 1 953 442 0,44 643,27","7,70","3,04","11,9",,2011-12
42,,"37 CCC 38,40 1 805 409 0,40 430,44","18,10","4,19","3,2",,2011-12
43,,"38 TUEUROPA 9,45 1 770 401 0,40 802,74","10,40","2,20","5,7",,2011-12
44,,"39 AZOTYTARNOW 64,12 1 747 396 0,39 3 110,70","3,00","0,56","0,0",,2011-12
45,,"40 ORBIS 46,08 1 746 395 0,39 1 926,07","15,20","0,91","0,0",,2011-12
46,,"41 EMPERIA 15,12 1 693 383 0,38 886,64","15,80","1,91","2,3",,2011-12
47,,"42 KOPEX 74,33 1 561 353 0,35 2 470,79","12,30","0,63","0,0",,2011-12
48,,"43 STALPROD 6,73 1 547 350 0,35 1 491,79","14,90","1,04","1,5",,2011-12
49,,"44 PULAWY 19,12 1 539 348 0,34 2 026,84","3,70","0,76","1,2",,2011-12
50,,"45 GPW 41,97 1 480 335 0,33 499,29","11,60","2,96","9,1",,2011-12
51,,"46 BORYSZEW 2 256,72 1 422 322 0,32 1 355,12","10,00","1,05","0,0",,2011-12
52,,"47 ECHO 420,00 1 382 313 0,31 2 042,25","7,70","0,68","0,0",,2011-12
53,,"48 FAMUR 481,50 1 382 313 0,31 624,29","11,90","2,21","21,6",,2011-12
54,,"49 AMREST 21,21 1 358 307 0,30 921,87","22,10","1,47","0,0",,2011-12
55,,"50 KRUSZWICA 22,99 1 192 270 0,27 658,09","22,20","1,81","1,7",,2011-12
56,,"51 INTERCARS 14,17 1 119 253 0,25 641,33","11,30","1,75","0,0",,2011-12
57,,"52 KOGENERA 14,90 1 035 234 0,23 1 030,79","9,00","1,00","5,0",,2011-12
58,,"53 PBG 14,30 1 015 230 0,23 2 058,24","3,60","0,49","2,0",,2011-12
59,,"54 KETY 9,23 964 218 0,22 915,22","9,50","1,05","3,8",,2011-12
60,,"55 ALCHEMIA 207,00 963 218 0,22 586,08","16,60","1,64","0,0",,2011-12
61,,"56 CIECH 52,70 917 208 0,21 1 323,51","9,60","0,69","0,0",,2011-12
62,,"57 CERSANIT 216,38 887 201 0,20 1 503,75","13,80","0,59","0,0",,2011-12
63,,"58 POLIMEXMS 521,15 865 196 0,19 1 478,73","9,60","0,59","2,4",,2011-12
64,,"59 NFIEMF 104,03 833 189 0,19 489,00","12,50","1,70","2,4",,2011-12
65,,"60 POLICE 75,00 746 169 0,17 725,84","3,60","1,03","0,0",,2011-12
66,,"61 DEBICA 13,80 745 169 0,17 803,15","7,70","0,93","5,5",,2011-12
67,,"62 KRUK 16,90 739 167 0,17 223,52","12,40","3,31","0,0",,2011-12
68,,"63 BOS 16,37 737 167 0,17 1 149,16","11,40","0,64","0,0",,2011-12
69,,"64 WAWEL 1,50 735 166 0,16 243,02","13,40","3,02","2,0",,2011-12
70,,"65 DOMDEV 24,56 725 164 0,16 796,74","14,30","0,91","3,1",,2011-12
0,,Wielkość Kapitalizacja na koniec okresu Wartość,,,Stopa,,2012-01
1,,emisji Market capitalization księgowa,,,dywidendy,,2012-01
2,,Lp. Nazwa (mln) (mln zł),C/Z,C/WK,(%),,2012-01
3,,No Security Shares mln zł mln EUR (%) Book,P/E,P/BV,Dividend,,2012-01
4,,name outstanding PLN mil. EUR mil. (%) value,,,yield,,2012-01
5,,(mil.) (PLN mil.),,,(%),,2012-01
6,,"1 PKOBP 1 250,00 43 563 10 306 9,03 21 947,62","11,70","1,98","5,7",,2012-01
7,,"2 PEKAO 262,38 41 351 9 783 8,57 20 617,61","14,90","2,01","4,3",,2012-01
8,,"3 PGE 1 869,78 38 312 9 064 7,94 39 511,48","10,00","0,97","3,2",,2012-01
9,,"4 PZU 86,35 28 850 6 825 5,98 12 419,33","11,80","2,32","7,8",,2012-01
10,,"5 KGHM 200,00 27 920 6 605 5,79 19 994,80","3,20","1,40","10,7",,2012-01
11,,"6 TPSA 1 335,65 23 107 5 466 4,79 14 214,00","13,00","1,63","8,7",,2012-01
12,,"7 PGNIG 5 900,00 22 951 5 430 4,76 24 365,75","9,40","0,94","3,1",,2012-01
13,,"8 BZWBK 73,08 16 734 3 959 3,47 7 233,75","13,30","2,31","3,5",,2012-01
14,,"9 PKNORLEN 427,71 15 705 3 716 3,25 26 694,56","6,90","0,59","0,0",,2012-01
15,,"10 JSW 119,21 12 636 2 989 2,62 7 718,40","8,70","1,64","0,0",,2012-01
16,,"11 BRE 42,10 12 420 2 938 2,57 7 794,94","11,90","1,59","0,0",,2012-01
17,,"12 INGBSK 130,10 10 694 2 530 2,22 6 196,84","12,50","1,73","1,8",,2012-01
18,,"13 HANDLOWY 130,66 9 773 2 312 2,03 6 226,46","13,80","1,57","7,6",,2012-01
19,,"14 TAURONPE 1 752,55 9 464 2 239 1,96 15 922,47","8,20","0,59","2,8",,2012-01
20,,"15 ENEA 441,44 7 968 1 885 1,65 10 405,26","9,80","0,77","2,4",,2012-01
21,,"16 SYNTHOS 1 323,25 6 841 1 618 1,42 2 743,98","8,40","2,49","1,4",,2012-01
22,,"17 ZYWIEC 10,27 5 731 1 356 1,19 272,29","18,40","21,05","9,7",,2012-01
23,,"18 MILLENNIUM 1 213,12 5 095 1 205 1,06 4 434,49","11,20","1,15","2,4",,2012-01
24,,"19 CYFRPLSAT 348,35 4 591 1 086 0,95 1 818,81","38,00","2,52","0,0",,2012-01
25,,"20 BOGDANKA 34,01 4 211 996 0,87 2 009,44","33,40","2,10","1,1",,2012-01
26,,"21 GETBANK 2 245,53 4 132 977 0,86 160,96","0,00","25,67","0,0",,2012-01
27,,"22 EUROCASH 137,11 4 112 973 0,85 494,03","32,00","8,32","1,2",,2012-01
28,,"23 GETINOBLE 953,76 3 958 936 0,82 4 244,13","4,00","0,93","0,0",,2012-01
29,,"24 TVN 343,88 3 869 915 0,80 913,49","0,00","4,23","0,4",,2012-01
30,,"25 ASSECOPOL 77,57 3 631 859 0,75 6 938,70","9,30","0,52","3,8",,2012-01
31,,"26 LPP 1,78 3 586 848 0,74 774,68","15,70","4,63","3,8",,2012-01
32,,"27 LOTOS 129,87 3 390 802 0,70 7 829,99","4,20","0,43","0,0",,2012-01
33,,"28 SWIECIE 50,00 3 080 729 0,64 1 754,24","7,10","1,76","0,0",,2012-01
34,,"29 KREDYTB 271,66 2 988 707 0,62 3 032,82","8,80","0,99","3,4",,2012-01
35,,"30 BANKBPH 76,67 2 811 665 0,58 4 536,12","13,40","0,62","0,0",,2012-01
36,,"31 GTC 219,37 2 321 549 0,48 3 809,04","0,00","0,61","0,0",,2012-01
37,,"32 NETIA 391,60 2 220 525 0,46 2 294,02","9,40","0,97","0,0",,2012-01
38,,"33 BUDIMEX 25,53 2 170 513 0,45 643,27","8,50","3,37","10,7",,2012-01
39,,"34 BNPPL 24,12 2 106 498 0,44 1 390,96","90,80","1,51","0,0",,2012-01
40,,"35 NORDEABP 55,50 2 053 486 0,43 2 082,43","7,00","0,99","0,0",,2012-01
