nazwa,kategoria,URL,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
LGPETRO,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_LGPETRO.png,144,130,130,134,121,113,109,111,112,114,115,99,80,82,91,86,75,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIBET,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_LIBET.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.24,40.86,38.96,38.34,39.72,38.33,32.78,33.82,37.72,35.08,32.76,30.14,28.75,34.46,33.02,33.96,32.69,29.92,32.66,28.1,28.31,28.25,24.04,19.92,17.45,19.84,19.68,19.06,19.06,17.29,16.37,14.81,13.91,16.18,16.11,13.56,17.55,18.76,21.33,22.17,25.76,25.91,24.56,21.12,24.6,24.71,22.59,22.06,20.01,18.67,15.68,15.28,13.31,13.18,14.96,15.71,14.87,15.01,12.94,13.96,13.43,12.87,12.79,12.29,11.71,9.27,8.34
LIVECHAT,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_LIVECHAT.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,112.76,114.95,111.39,103.15,90.46,112.86,110.24,154.02,167.08,203.16,223.21,205.48,191.58,204.19,173.61,182.23,185.78,190.76,207.68,237.34,236.72,221.23,209.48,220.8,243.55,240.34,273.24,277.64,289.22,298.59,279.06,288.92,289.28,312.15,304.53,326.47,340.42,342.23,359.46,326.83,307.48,284.44,292.35,244.92,246.33,266.88,241.3,226.34,271.51,237.86,193.06,192.62,197.83,144.38,152.79,160.85,151.91,167.55,157.35,164.93,186.02,183.6,184.1,198.03
LOKUM,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_LOKUM.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.04,48.85,45.42,52.5,52.48,52.99,52.27,60.57,59.06,51.76,55.41,52.84,48.82,57.36,57.84,61.85,67.87,68.92,70.27,74.04,67.2,68.51,70.35,71.31,75.7,78.09,74.1,73.98,72.5,77.93,72.22,71.53,77.11,74.59,70.65,73.0,64.51,68.97,75.56,69.05,78.44,66.69,65.19,58.73
LOTOS,paliwa i gaz,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_LOTOS.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,876,977,1234,1154,1316,1302,1500,1546,1465,1688,1397,1322,1530,1577,1322,1319,1369,1463,1303,1216,1262,1331,1444,1540,1581,1300,1351,1470,1473,1403,1207,1097,1129,1093,1127,898,996,927,897,610,374,326,200,262,400,438,482,514,724,823,753,814,1001,1005,897,892,992,1098,1015,904,1048,967,1016,985,996,1192,1362,1315,1429,1567,1533,1471,1237,966,743,858,714,685,802,879,850,883,689,850,828,822,991,1057,1194,1313,1240,1305,1269,1190,1301,1077,1015,1160,1134,1172,1232,1109,1082.69,1278.69,1182.82,1206.14,1166.41,1154.87,1131.25,929.14,875.57,804.39,838.61,767.72,1073.71,1160.16,1224.35,1411.17,1352.27,1322.29,1403.66,1305.43,1219.08,1233.59,1236.13,1176.62,1065.82,1078.56,1205.81,1244.85,1306.18,1272.87,1236.18,1233.05,1219.77,1453.2,1536.59,1598.42,1607.2,2082.75,2393.39,2651.88,2383.95,2230.82,2108.37,2553.3,2563.45,2872.42,2475.38,2557.53,2646.91,2485.98,2318.99,2423.28,2336.01,2412.64,2817.68,3008.56,3249.59,2957.09,3534.24,3807.7,4016.92,4080.76,3584.6,3582.78,3783.11,3682.68,3765.45
LPP,odzież i obuwie,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_LPP.png,0,35,39,39,46,38,33,35,38,54,57,71,90,81,81,105,130,125,149,182,136,153,160,194,186,185,186,184,197,196,199,192,213,235,219,222,246,297,309,319,320,322,339,391,407,367,366,335,320,332,292,321,229,219,273,257,300,358,366,329,379,417,530,809,974,1129,921,1082,941,1147,1127,1261,963,1089,1087,1140,1119,924,831,715,758,434,470,466,425,413,356,402,397,459,609,707,632,594,646,677,760,814,836,830,768,727,766,778,806,851,902,957,920,916,905,962,1051,990,981,884,796,849,789,811,848,1040,1127,1211,1176,1353,1511,1357,1513,1745,1939,2045,2121,2071,2471,2829,2872,2770,3010,3361,3757,3946,4003,3970,3803.31,4401.53,3901.67,3418.58,3691.42,3696.66,3430.06,3694.5,4341.54,4376.7,3871.22,3070.94,3267.7,3190.33,3168.12,3472.76,3428.51,2902.1,3398.49,3373.03,3378.33,3131.57,2923.68,2397.75,2217.09,2130.39,2364.74,2344.26,2261.55,2089.62,2064.9,1896.09,1674.58,2499.6,2391.2,2358.82,2165.95,2412.26,2961.68,3026.96,2763.5,3111.54,3026.22,3795.6,3513.05,3737.21,3600.43,3957.2,4344.41,3997.13,3828.68,4024.91,4039.78,3603.68,3886.37,3969.82,3740.49,3357.31,3376.36,3384.19,3622.44,3503.37,3585.29,3697.42,3166.07,3328.44,3386.6
LSISOFT,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_LSISOFT.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.55,6.25,5.82,6.22,6.27,6.09,5.68,5.31,4.5,4.56,3.33,3.25,2.87,2.84,2.67,2.47,2.32,2.99,3.54,3.65,3.0,2.78,2.78,3.08,4.39,4.54,5.56,7.23,6.84,6.82,6.19,6.42,7.14,6.8,6.71,8.46,8.01,8.69,9.12,9.77,9.03,9.43,9.03,8.63,9.85,9.61,10.94,11.36,10.54,10.11,9.97,9.66,9.08,8.19,9.03,9.28,9.52,9.65,8.8,9.18,8.55,8.64,8.81,7.98,7.98,9.0
LUBAWA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_LUBAWA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2,43.6,33.01,29.66,31.39,29.68,28.34,27.75,35.07,34.31,29.27,27.36,30.12,34.76,35.54,37.11,32.54,28.14,28.97,28.13,27.07,27.92,22.55,21.38,19.19,21.81,25.09,23.8,24.19,20.49,23.76,24.33,25.85,29.04,26.1,26.43,30.28,32.4,34.7,35.5,31.15,32.06,31.59,25.38,24.34,24.17,24.16,23.58,23.7,21.45,19.99,18.9,21.75,21.54,21.71,21.37,19.95,16.9,16.81,15.51,16.08,16.22,18.29,18.08,16.19,16.71,18.84
MABION,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MABION.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.11,120.34,111.09,103.54,119.52,122.31,107.74,95.23,104.66,101.3,103.03,98.87,102.66,115.56,160.06,148.57,150.33,123.15,161.4,133.42,124.85,118.81,122.49,123.53,115.61,124.15,141.87,143.5,183.71,211.78,215.56,232.29,229.87,207.27,212.69,197.99,230.67,278.97,307.6,259.95,262.93,264.64,263.46,283.52,301.22,276.41,280.58,319.13,313.43,296.56,263.51,269.81,317.65,358.62,362.43,383.32,350.13,290.81,271.19,276.53,225.36,249.79,226.48,251.0,240.42,254.92,259.0
MAGELLAN,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MAGELLAN.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.84,129.93,127.23,109.14,122.59,112.82,99.92,104.56,121.93,122.85,109.09,102.04,108.75,118.22,113.4,108.29,104.93,104.14,89.57,79.35,82.68,89.81,85.11,90.29,96.85,98.44,100.76,100.2,100.83,102.5,103.84,104.14,105.19,104.84,102.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGNA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MAGNA.png,0,0,29,32,31,30,32,30,29,30,30,33,32,32,31,33,32,31,31,31,29,30,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAKARONPL,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MAKARONPL.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52,8.78,9.16,9.16,8.71,10.65,11.02,9.73,11.28,13.42,13.47,12.84,13.39,13.44,14.37,15.3,14.56,13.56,14.02,12.67,12.66,12.67,12.37,12.91,12.37,12.61,13.54,12.99,14.0,14.53,13.76,12.98,13.02,13.56,12.9,13.49,14.25,14.36,14.36,13.8,13.56,13.35,12.94,12.91,12.77,12.08,11.92,10.91,11.37,11.4,11.76,11.18,10.49,10.26,10.38,9.61,8.75,9.36,9.44,9.69,9.51,8.58,9.89,11.1,11.42,10.57,10.22
MAKRUM,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MAKRUM.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,25.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANGATA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MANGATA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.17,177.47,156.6,158.47,164.5,173.24,188.29,199.5,201.57,178.51,177.73,170.77,149.21,141.4,155.59,160.96,146.45,156.62,151.64,148.71,144.06,150.02,141.41,149.23,102.23,104.52,107.69,90.13,88.92,99.1,101.83,104.25,105.02,122.48,101.14
MANOMETRY,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MANOMETRY.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARVIPOL,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MARVIPOL.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.94,66.92,64.75,68.27,73.13,65.81,71.75,67.56,80.41,77.58,68.57,70.32,74.35,73.6,77.23,82.41,73.44,71.33,67.9,68.49,67.64,66.05,57.5,63.67,53.71,57.58,68.63,65.89,64.48,61.97,66.97,70.6,99.25,105.64,99.24,103.79,114.56,124.75,127.02,131.05,131.32,136.46,117.69,120.12,121.6,131.99,152.46,68.91,69.68,66.6,56.8,58.13,54.77,45.65,42.06,38.5,32.96,34.43,34.85,31.5,35.91,41.92,38.4,41.54,34.94,37.32,34.17
MASTERPHA,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MASTERPHA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.88,29.43,33.77,33.66,34.55,34.95,34.39,29.55,34.02,35.4,32.57,33.58,31.36,32.76,31.95,31.74,30.52,24.75,22.82,18.15,15.72,18.14,22.03,19.92,22.16,21.16,19.67,18.09,19.42,19.03,20.25,28.96,30.52,30.64,29.32,29.49,29.56,29.46,29.63,28.96
MAXCOM,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MAXCOM.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.03,36.8,34.69,32.58,17.99,15.02,13.64,19.98,18.1,16.16,14.97,11.75,10.43,10.73,10.34,10.4,9.72,10.57,9.87,13.81,14.21,14.19,15.35,13.97,12.38,11.92
MBANK,banki,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MBANK.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5593,5080,5076.83,5525.14,5449.77,4971.4,5050.48,5118.76,4743.77,4643.63,4973.31,5005.81,5087.74,4872.88,4704.39,4651.81,4545.67,4880.59,4650.16,4152.68,3847.51,3640.08,3457.93,3594.81,2973.34,3126.37,2996.34,3130.93,3364.55,3097.15,2942.36,2948.76,2938.55,3778.65,3350.87,3457.3,3091.18,3203.98,3690.29,3880.69,3742.27,4341.31,4274.91,4623.26,4522.27,4345.85,4114.18,4584.36,4728.74,4717.24,5201.31,4638.44,4209.8,4305.0,4127.87,3878.48,4229.33,4034.89,4436.02,3655.33,4030.03,4179.61,4441.22,4196.39,4185.17,4370.74,3971.68,4281.49,3447.26
MCI,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_MCI.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.97,149.35,140.72,132.35,146.99,142.57,141.87,139.48,161.37,149.57,153.18,148.77,163.09,175.37,183.79,202.18,196.7,179.92,197.47,170.22,167.84,178.7,164.78,167.62,143.16,147.83,164.71,164.41,155.79,148.95,153.3,146.38,146.86,140.07,128.34,119.13,117.62,115.01,130.74,137.93,133.73,115.05,112.55,107.15,104.38,110.44,120.6,117.67,119.32,110.89,111.07,100.25,108.23,117.62,124.86,125.59,119.11,120.22,117.92,114.79,114.74,110.21,110.73,98.91,92.73,94.65,110.57
