nazwa,kategoria,URL,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
ENEA,energetyka,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ENEA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,1393,1338,1600,1680,1717,2173,2529,2436,2060,1950,2300,2051,2007,2141,2066,1983,1893,2031,2206,2320,2614,2622,2642,2536,2431,2333,2186,2198,1993,2073,1863,1611,1931,1834,1799,1885,1781,1809,1762,1609,1644,1674,1739,1754,1644,1677,1704,1611,1646,1566,1385,1524,1350,1407,1490,1481,1533,1688,1446,1305.53,1538.61,1693.26,1606.24,1705.23,1676.27,1607.17,1571.75,1712.7,1679.97,1889.75,1555.46,1724.61,1724.49,1783.48,1783.85,1789.24,1678.67,1568.37,1480.37,1407.04,1327.89,1192.67,1175.85,1165.12,1120.09,1232.78,1181.77,1009.41,987.52,1107.55,999.34,871.22,1024.36,924.98,947.94,1032.56,1091.18,1183.17,1247.81,1195.17,1395.4,1571.95,1579.61,1516.18,1446.96,1248.07,1217.14,1169.36,1069.29,966.93,1090.95,1048.55,925.07,988.57,877.68,826.79,819.43,1100.93,1017.08,1106.65,1031.94,898.01,786.99,865.07,969.16,848.71
ENELMED,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ENELMED.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.07,63.73,63.16,60.83,57.07,58.05,50.65,50.63,53.62,60.54,67.07,64.47,66.08,63.67,67.43,69.64,66.53,62.03,62.49,56.21,55.16,55.81,53.61,51.22,43.84,52.72,57.15,52.66,44.05,41.27,46.66,48.05,50.01,50.87,49.7,51.67,49.95,55.14,55.12,52.53,64.37,75.83,68.13,67.57,65.08,62.83,66.69,67.75,62.49,59.23,58.23,53.61,51.56,53.22,53.99,51.3,49.11,46.52,46.97,57.04,57.81,53.56,54.79,55.47,59.86,68.17,70.85
ENERGA,energetyka,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ENERGA.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589,1573.47,1751.74,1771.89,1779.76,1888.39,2057.95,2001.72,2049.25,2379.98,2465.12,2325.13,2210.57,2066.35,2245.21,2521.46,2567.33,2297.87,2244.87,2033.01,1911.73,1647.05,1601.83,1325.55,1233.72,1260.71,1205.47,1271.77,1168.61,930.75,888.86,923.22,770.05,720.2,769.43,741.67,851.72,976.18,1047.49,1043.07,977.97,976.21,1025.74,1238.94,1325.23,1287.62,1232.52,1190.36,1263.77,1197.65,1032.72,947.3,1011.52,903.96,848.72,866.29,809.76,758.07,745.67,877.28,858.61,980.94,941.06,830.77,723.71,746.78,759.58,707.3
ENERGOINS,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ENERGOINS.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.55,65.81,58.77,64.29,59.28,70.3,61.38,52.81,53.45,46.41,50.54,48.99,48.93,49.15,51.5,45.96,45.11,42.91,43.17,42.38,42.13,44.27,41.37,38.06,33.04,33.04,33.53,32.34,32.66,32.34,32.96,29.42,25.55,25.09,22.51,20.34,21.45,20.1,17.23,6.4,4.53,6.18,6.85,6.72,5.89,6.61,5.44,4.88,4.73,6.12,4.28,3.37,3.42,3.71,3.79,4.32,4.21,3.62,3.31,3.18,3.41,3.76,4.79,4.95,4.28,4.47,4.59
ENERGOPLD,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ENERGOPLD.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENTER,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ENTER.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.02,55.74,58.08,75.62,76.07,89.19,91.45,90.55,88.69,91.23,86.96,101.12,127.6,117.58,128.17,128.09,129.88,124.53,123.54,116.87,109.93,112.57,112.63,120.93,108.67,110.44,107.95,102.26,85.29,84.87,87.35,89.04,82.15,72.5,75.65,87.37,84.44,95.61,112.16,111.61,127.54,154.72,143.09
ERBUD,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ERBUD.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0,92.79,91.75,85.23,77.51,80.73,76.37,70.08,89.83,83.13,79.32,75.14,83.64,97.8,107.49,99.66,104.13,88.24,98.19,97.65,99.51,95.82,83.98,83.53,75.3,79.36,89.15,84.18,80.99,74.66,79.77,86.48,89.14,85.87,78.23,80.8,86.65,93.52,100.19,101.17,96.02,94.88,85.52,78.16,80.31,74.31,67.14,62.2,67.63,59.8,64.83,61.02,50.13,44.06,44.02,28.63,29.63,31.36,29.56,28.21,33.82,38.03,40.96,36.13,37.76,35.25,40.31
ERG,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ERG.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,4.89,4.67,4.12,4.08,3.85,3.47,3.21,3.28,3.24,3.18,3.59,3.42,3.64,3.82,5.67,4.26,4.34,4.12,4.26,4.3,4.26,4.08,3.96,3.68,3.87,4.26,4.73,6.44,6.04,6.48,8.02,8.13,10.61,10.56,11.42,12.99,12.48,13.94,14.3,13.82,13.47,13.26,12.79,11.59,11.35,12.46,12.18,11.19,11.66,9.8,9.17,9.61,9.32,9.46,10.24,10.05,9.63,8.57,9.07,6.24,6.2,6.15,6.08,6.53,6.8,6.94
ERGIS,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ERGIS.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.16,37.35,34.22,35.5,41.61,40.57,43.75,43.53,46.18,44.18,35.27,35.29,39.36,44.86,47.84,49.18,48.7,44.28,50.95,56.81,56.75,44.57,43.47,40.44,34.9,38.9,42.87,38.83,39.33,37.52,44.6,48.8,53.32,51.59,49.58,49.56,58.92,57.46,56.07,59.66,60.28,58.32,58.12,55.98,50.9,44.2,49.14,52.4,41.11,39.9,39.24,37.23,33.7,31.88,35.92,31.49,33.18,29.9,25.48,21.72,22.96,24.38,26.57,26.63,26.72,27.33,22.98
ESOTIQ,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ESOTIQ.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.15,16.43,18.44,17.18,15.7,15.54,12.83,13.44,11.32,9.57,8.53,5.5,4.19,3.74,4.4,6.9,5.51,4.91,5.15,5.32,5.38,5.24,5.77,6.26,6.12,6.74,9.05,13.7,13.81,13.69,16.53,15.5,13.21,12.91,9.41,11.27,10.6,10.92,11.35,10.05,8.59,9.07,9.13,11.6,11.53,9.89,7.42,7.83,8.46
ESSYSTEM,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_ESSYSTEM.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.14,36.06,32.37,30.62,29.29,29.05,24.09,24.01,24.02,25.49,24.6,22.36,24.04,28.82,31.97,32.62,34.66,29.33,27.38,28.85,29.13,28.34,30.36,27.28,27.03,27.44,30.63,32.77,32.96,28.48,27.38,26.57,24.36,24.27,23.56,24.22,24.94,27.21,26.31,26.33,26.91,26.88,29.12,28.66,29.84,27.74,26.3,26.72,27.07,26.88,27.49,30.06,28.78,24.57,24.65,24.15,24.89,24.54,22.78,20.95,24.03,23.26,22.12,22.78,22.57,23.19,21.98
EUCO,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_EUCO.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.63,22.53,25.29,25.94,30.78,29.21,30.93,33.03,36.88,34.56,34.85,33.1,34.25,48.58,67.79,71.43,70.47,68.08,71.55,71.48,62.1,65.65,62.25,58.74,52.1,55.24,66.91,64.03,64.54,62.51,63.46,51.43,48.04,47.89,45.93,44.94,50.95,48.2,55.67,52.39,44.63,43.06,38.84,37.38,23.13,26.49,32.82,27.78,28.08,24.13,22.62,22.42,11.15,9.12,9.14,14.99,13.24,10.21,9.29,7.06,5.72,5.45,5.14,4.83,4.53,4.73,3.67
EUIMPLANT,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_EUIMPLANT.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,3.3,2.56,0.73,1.11,1.47,1.83,1.45,1.46,1.45,0.37,0.35,0.36,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUROCASH,spożywcze,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_EUROCASH.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,103,106,112,117,114,135,157,167,155,169,205,240,213,218,196,186,226,251,265,279,268,260,283,293,332,350,353,370,371,335,331,387,384,425,366,447,465,491,495,484,401,458,392,305,361,313,253,227,259,312,307,308,395,472,443,449,482,512,572,561,665,754,673,713,779,766,901,894,870,896,1102,1079,1062,1128,1002,1013,928,825,736,804,710,885,973,1060,1154,1267,1205,1325,1314,1317,1320,1300,1474,1480,1658,1759,1752,1896,2115,1875,1939,1683,1578,1568,1656,1590,1339.84,1322.91,1327.36,1317.17,1455.03,1338.93,1282.8,1134.79,1072.28,1093.94,1232.87,1221.39,1213.43,1116.26,1110.39,1257.98,1250.78,1234.91,1450.72,1362.44,1461.88,1697.42,1692.05,1587.16,1719.57,1583.89,1736.34,1718.78,1554.95,1448.87,1665.25,1373.24,1370.96,1278.22,1219.73,1236.9,1281.77,1070.34,1052.35,1135.22,1029.63,1020.72,1162.17,1278.06,1247.24,1205.37,909.34,883.18,904.32,696.83,776.93,808.19,763.88,692.37,601.82,659.64,589.05,656.73,548.17,570.01,654.49,657.41,707.9,703.74,626.16,674.21,606.45
EUROTEL,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_EUROTEL.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.64,15.09,13.02,13.03,11.51,10.95,10.07,10.85,10.59,11.47,12.21,12.59,12.38,13.0,14.21,13.25,13.42,12.21,12.43,15.05,15.34,14.89,13.48,13.23,11.52,13.59,15.28,14.63,15.64,15.24,14.59,15.62,14.13,15.12,15.79,16.09,19.04,19.84,19.76,20.18,19.76,18.97,18.66,18.03,17.64,17.63,20.13,21.18,21.05,22.25,22.08,22.65,18.66,17.87,17.61,16.36,15.09,14.41,16.86,16.88,17.17,18.6,18.74,18.78,19.83,18.6,18.08
EVEREST,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_EVEREST.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.93,16.25,18.37,12.59,11.78,9.65,6.66,6.29,6.37,6.05,6.19,1.59,3.23,3.04,2.88,2.77,1.69,1.55,1.17,1.22,0.77,0.72,0.56,0.67,0.61,0.43,0.39,0.4,0.43,0.54,0.49,0.57,0.47,0.43,0.38,0.4,0.32,0.28,0.32,0.28,0.35,0.32,0.32,0.33,0.32,0.32,0.35,0.27,0.32,0.46,0.59,0.48,0.48,0.45
EXBUD,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_EXBUD.png,71,54,50,39,36,31,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_FAM.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52,7.2,4.28,3.26,2.39,4.6,4.44,4.54,4.2,3.79,3.51,3.99,3.64,3.38,3.12,3.24,4.09,4.33,5.76,6.17,9.25,12.33,14.96,15.03,14.36,14.19,21.29,21.34,22.56,24.64,36.13,38.65,38.15,34.34,27.51,31.49,32.91,31.98,30.15,29.86,32.08,31.08,28.03,27.23,28.41,26.78,20.85,20.71,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAMUR,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_FAMUR.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,417,445,442,473,581,565,713,808,756,876,784,516,586,696,593,585,481,528,522,529,597,567,507,475,459,249,240,0,0,0,0,0,202,206,263,269,234,224,241,252,319,323,305,307,247,0,0,250,295,284,296,326,379,396,458,443,479,453,452,347,274,299,277,313,353,437,426,426,454,452,478,514,548,550,569,564,523,547,539,535,612,612,622,597,626,617,604,615,567.1,535.88,507.9,503.36,549.86,561.24,419.75,405.74,453.19,380.23,380.0,378.39,377.59,389.89,352.09,343.78,347.42,218.11,190.33,194.45,219.25,205.46,187.46,185.01,181.09,177.85,289.91,278.56,270.31,267.65,311.81,399.85,485.12,492.46,474.59,467.34,521.2,580.39,592.55,659.86,651.55,673.33,788.96,762.67,789.35,756.93,705.04,831.6,844.12,856.99,808.07,792.69,814.34,661.53,679.84,768.08,753.54,740.47,750.2,722.32,668.74,650.47,622.7,648.28,649.55,709.67,614.8
FARMACOL,inny,http://www.miroslawmamczur.pl/wp-content/uploads/2019/08/logo_FARMACOL.png,67,65,66,67,62,57,44,50,48,53,59,56,55,59,65,85,85,86,113,134,108,98,110,39,40,129,148,134,140,149,161,163,182,167,157,165,172,184,172,154,172,174,184,206,217,211,232,242,249,273,288,284,249,215,252,237,242,259,260,266,256,245,260,257,0,0,0,300,310,0,0,0,0,0,0,0,0,0,0,0,0,0,159,159,131,112,0,0,0,0,209,0,239,229,232,0,239,0,267,255,0,231,245,251,277,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,187,211,224,267,287,276,277,264,269,286,389,412,382,325.86,334.67,310.84,281.62,285.35,300.87,265.36,268.39,297.3,282.74,279.81,262.0,293.66,346.19,345.59,327.76,328.61,290.16,283.14,312.78,343.94,351.17,307.32,297.86,289.31,273.73,242.09,226.95,245.59,223.88,260.87,254.17,263.47,275.82,272.57,273.51,280.37,280.26,286.69,286.88,289.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
