,nazwa,okres,mln_EUR
3712,IMPEXMET,2012-07,169
3713,DOMDEV,2012-07,156
3714,KRUSZWICA,2012-07,153
3715,EMPERIA,2012-07,151
3716,PEP,2012-07,148
3723,PKOBP,2012-08,10636
3724,PEKAO,2012-08,9445
3725,PGE,2012-08,8353
3726,PZU,2012-08,7131
3727,KGHM,2012-08,6210
3728,PGNIG,2012-08,5740
3729,TPSA,2012-08,5299
3730,BZWBK,2012-08,4157
3731,PKNORLEN,2012-08,3992
3732,BRE,2012-08,3073
3733,INGBSK,2012-08,2642
3734,JSW,2012-08,2464
3735,HANDLOWY,2012-08,2442
3736,TAURONPE,2012-08,2044
3737,ENEA,2012-08,1739
3738,SYNTHOS,2012-08,1727
3739,LPP,2012-08,1357
3740,EUROCASH,2012-08,1317
3741,ZYWIEC,2012-08,1215
3742,CYFRPLSAT,2012-08,1146
3743,MILLENNIUM,2012-08,1018
3744,BOGDANKA,2012-08,976
3745,KREDYTB,2012-08,967
3746,GETINOBLE,2012-08,857
3747,ASSECOPOL,2012-08,822
3748,LOTOS,2012-08,822
3749,BGZ,2012-08,737
3750,BANKBPH,2012-08,736
3751,AZOTYTARNOW,2012-08,694
3752,TVN,2012-08,576
3753,NETIA,2012-08,555
3754,PULAWY,2012-08,529
3755,FAMUR,2012-08,514
3756,CCC,2012-08,514
3757,GTC,2012-08,478
3758,TUEUROPA,2012-08,436
3759,BNPPL,2012-08,403
3760,NORDEABP,2012-08,395
3761,ORBIS,2012-08,389
3762,ECHO,2012-08,379
3763,AMREST,2012-08,373
3764,GPW,2012-08,340
3765,INTERCARS,2012-08,321
3766,BUDIMEX,2012-08,292
3767,KOGENERA,2012-08,281
3768,STALPROD,2012-08,281
3769,BORYSZEW,2012-08,280
3770,GETIN,2012-08,280
3771,NFIEMF,2012-08,278
3772,KOPEX,2012-08,275
3773,ALCHEMIA,2012-08,262
3774,KETY,2012-08,254
3775,WAWEL,2012-08,235
3776,CIECH,2012-08,233
3777,APATOR,2012-08,216
3778,MIDAS,2012-08,202
3779,MENNICA,2012-08,201
3780,OPENFIN,2012-08,199
3781,POLICE,2012-08,194
3782,KRUK,2012-08,190
3783,INTEGERPL,2012-08,181
3784,KRUSZWICA,2012-08,181
3785,KOFOLA,2012-08,169
3786,IMPEXMET,2012-08,161
3787,PEP,2012-08,159
3788,DEBICA,2012-08,156
3789,BOS,2012-08,153
3790,DOMDEV,2012-08,150
3791,EMPERIA,2012-08,150
3798,PKOBP,2012-09,10817
3799,PEKAO,2012-09,10065
3800,PGE,2012-09,8408
3801,PZU,2012-09,7557
3802,KGHM,2012-09,7414
3803,PGNIG,2012-09,5837
3804,TPSA,2012-09,5341
3805,PKNORLEN,2012-09,4731
3806,BZWBK,2012-09,4345
3807,BRE,2012-09,3235
3808,HANDLOWY,2012-09,2795
3809,INGBSK,2012-09,2660
3810,JSW,2012-09,2607
3811,TAURONPE,2012-09,2087
3812,SYNTHOS,2012-09,1833
3813,ENEA,2012-09,1754
3814,LPP,2012-09,1513
3815,EUROCASH,2012-09,1320
3816,CYFRPLSAT,2012-09,1245
3817,ZYWIEC,2012-09,1240
3818,MILLENNIUM,2012-09,1144
3819,KREDYTB,2012-09,1057
3820,BOGDANKA,2012-09,996
3821,GETINOBLE,2012-09,994
3822,LOTOS,2012-09,991
3823,BGZ,2012-09,893
3824,ASSECOPOL,2012-09,842
3825,BANKBPH,2012-09,786
3826,AZOTYTARNOW,2012-09,782
3827,TVN,2012-09,580
3828,GTC,2012-09,578
3829,NETIA,2012-09,577
3830,PULAWY,2012-09,572
3831,FAMUR,2012-09,548
3832,CCC,2012-09,517
3833,ECHO,2012-09,448
3834,TUEUROPA,2012-09,443
3835,ORBIS,2012-09,435
3836,NORDEABP,2012-09,391
3837,BNPPL,2012-09,379
3838,AMREST,2012-09,374
3839,GPW,2012-09,373
3840,BUDIMEX,2012-09,366
3841,GETIN,2012-09,356
3842,KOPEX,2012-09,342
3843,STALPROD,2012-09,333
3844,INTERCARS,2012-09,317
3845,BORYSZEW,2012-09,313
3846,KOGENERA,2012-09,304
3847,NFIEMF,2012-09,278
3848,ALCHEMIA,2012-09,277
3849,KETY,2012-09,257
3850,WAWEL,2012-09,244
3851,MIDAS,2012-09,241
3852,CIECH,2012-09,234
3853,MENNICA,2012-09,232
3854,APATOR,2012-09,225
3855,POLICE,2012-09,218
3856,OPENFIN,2012-09,211
3857,INTEGERPL,2012-09,199
3858,BOS,2012-09,190
3859,KRUK,2012-09,184
3860,DOMDEV,2012-09,179
3861,IMPEXMET,2012-09,179
3862,KREZUS,2012-09,174
3863,EMPERIA,2012-09,171
3864,KOFOLA,2012-09,165
3865,PEP,2012-09,164
3866,DEBICA,2012-09,163
3873,PKOBP,2012-10,10789
3874,PEKAO,2012-10,9728
3875,PGE,2012-10,7823
3876,PZU,2012-10,7789
3877,KGHM,2012-10,7778
3878,PGNIG,2012-10,5636
3879,PKNORLEN,2012-10,4531
3880,BZWBK,2012-10,4305
3881,TPSA,2012-10,3896
3882,BRE,2012-10,3069
3883,HANDLOWY,2012-10,2937
3884,INGBSK,2012-10,2737
3885,JSW,2012-10,2465
3886,TAURONPE,2012-10,1869
3887,LPP,2012-10,1745
3888,SYNTHOS,2012-10,1696
3889,ENEA,2012-10,1644
3890,EUROCASH,2012-10,1300
3891,MILLENNIUM,2012-10,1241
3892,ZYWIEC,2012-10,1227
3893,CYFRPLSAT,2012-10,1222
3894,LOTOS,2012-10,1057
3895,KREDYTB,2012-10,1018
3896,BOGDANKA,2012-10,987
3897,GETINOBLE,2012-10,960
3898,BGZ,2012-10,890
3899,ASSECOPOL,2012-10,750
3900,BANKBPH,2012-10,749
3901,AZOTYTARNOW,2012-10,746
3902,GTC,2012-10,635
3903,TVN,2012-10,582
3904,PULAWY,2012-10,551
3905,FAMUR,2012-10,550
3906,CCC,2012-10,544
3907,NETIA,2012-10,543
3908,ECHO,2012-10,487
3909,GETIN,2012-10,407
3910,AMREST,2012-10,403
3911,ORBIS,2012-10,397
3912,GPW,2012-10,381
3913,KOPEX,2012-10,347
3914,BNPPL,2012-10,346
3915,NORDEABP,2012-10,340
3916,BUDIMEX,2012-10,334
3917,ZEPAK,2012-10,323
3918,INTERCARS,2012-10,305
3919,STALPROD,2012-10,300
3920,KOGENERA,2012-10,293
3921,BORYSZEW,2012-10,289
3922,KETY,2012-10,288
3923,NFIEMF,2012-10,282
3924,CIECH,2012-10,271
3925,WAWEL,2012-10,261
3926,ALCHEMIA,2012-10,258
3927,MENNICA,2012-10,258
3928,MIDAS,2012-10,247
3929,APATOR,2012-10,238
3930,INTEGERPL,2012-10,230
3931,OPENFIN,2012-10,219
3932,KREZUS,2012-10,205
3933,EMPERIA,2012-10,197
3934,POLICE,2012-10,196
3935,KRUK,2012-10,178
3936,IMPEXMET,2012-10,175
3937,BOS,2012-10,175
3938,DOMDEV,2012-10,175
3939,DEBICA,2012-10,170
3940,PCCEXOL,2012-10,166
3941,KOFOLA,2012-10,161
3948,PKOBP,2012-11,10593
3949,PEKAO,2012-11,10078
3950,KGHM,2012-11,8703
3951,PGE,2012-11,8351
3952,PZU,2012-11,8300
3953,PGNIG,2012-11,6322
3954,PKNORLEN,2012-11,4760
3955,BZWBK,2012-11,4344
3956,TPSA,2012-11,3838
3957,BRE,2012-11,3243
3958,HANDLOWY,2012-11,3118
3959,INGBSK,2012-11,2821
3960,JSW,2012-11,2500
3961,LPP,2012-11,1939
3962,TAURONPE,2012-11,1848
3963,SYNTHOS,2012-11,1837
3964,ENEA,2012-11,1677
3965,EUROCASH,2012-11,1474
3966,CYFRPLSAT,2012-11,1285
3967,MILLENNIUM,2012-11,1267
3968,LOTOS,2012-11,1194
3969,ZYWIEC,2012-11,1151
3970,BOGDANKA,2012-11,1064
3971,GETINOBLE,2012-11,1058
3972,KREDYTB,2012-11,1021
3973,ASSECOPOL,2012-11,820
3974,BGZ,2012-11,785
3975,AZOTYTARNOW,2012-11,783
3976,BANKBPH,2012-11,755
3977,TVN,2012-11,669
3978,GTC,2012-11,668
3979,CCC,2012-11,660
3980,PULAWY,2012-11,628
3981,FAMUR,2012-11,569
3982,ECHO,2012-11,546
3983,GETIN,2012-11,464
3984,AMREST,2012-11,460
3985,NETIA,2012-11,451
3986,ORBIS,2012-11,424
3987,BUDIMEX,2012-11,396
3988,GPW,2012-11,376
3989,BNPPL,2012-11,349
3990,NORDEABP,2012-11,345
3991,KETY,2012-11,339
3992,ZEPAK,2012-11,334
3993,KOPEX,2012-11,320
3994,MENNICA,2012-11,297
3995,INTERCARS,2012-11,295
3996,KOGENERA,2012-11,294
3997,NFIEMF,2012-11,291
3998,CIECH,2012-11,287
3999,BORYSZEW,2012-11,280
4000,WAWEL,2012-11,275
4001,STALPROD,2012-11,269
4002,ALCHEMIA,2012-11,255
4003,APATOR,2012-11,249
4004,MIDAS,2012-11,249
4005,KREZUS,2012-11,248
4006,INTEGERPL,2012-11,245
4007,POLICE,2012-11,207
4008,DOMDEV,2012-11,193
4009,FARMACOL,2012-11,188
4010,KOFOLA,2012-11,187
4011,EMPERIA,2012-11,185
4012,DEBICA,2012-11,185
4013,OPENFIN,2012-11,184
4014,KRUK,2012-11,180
4015,BOS,2012-11,163
4016,BIOTON,2012-11,160
4023,PKOBP,2012-12,11320
4024,PEKAO,2012-12,10790
4025,KGHM,2012-12,9326
4026,PZU,2012-12,9261
4027,PGE,2012-12,8356
4028,PGNIG,2012-12,7544
4029,PKNORLEN,2012-12,5196
4030,BZWBK,2012-12,4431
4031,TPSA,2012-12,4009
4032,BRE,2012-12,3372
4033,HANDLOWY,2012-12,3152
4034,INGBSK,2012-12,2906
4035,JSW,2012-12,2663
4036,LPP,2012-12,2045
4037,TAURONPE,2012-12,2043
4038,SYNTHOS,2012-12,1757
4039,ENEA,2012-12,1704
4040,EUROCASH,2012-12,1480
4041,CYFRPLSAT,2012-12,1403
4042,MILLENNIUM,2012-12,1316
4043,LOTOS,2012-12,1313
4044,GETINOBLE,2012-12,1164
4045,BOGDANKA,2012-12,1135
4046,KREDYTB,2012-12,1100
4047,ZYWIEC,2012-12,1074
4048,ASSECOPOL,2012-12,924
4049,BANKBPH,2012-12,920
4050,AZOTYTARNOW,2012-12,848
4051,TVN,2012-12,837
4052,ALIOR,2012-12,788
4053,GTC,2012-12,776
4054,BGZ,2012-12,688
4055,CCC,2012-12,688
4056,PULAWY,2012-12,645
4057,FAMUR,2012-12,564
4058,ECHO,2012-12,521
4059,GETIN,2012-12,507
4060,AMREST,2012-12,501
4061,BUDIMEX,2012-12,439
4062,NFIEMF,2012-12,432
4063,ORBIS,2012-12,430
4064,NETIA,2012-12,406
4065,GPW,2012-12,400
4066,ZEPAK,2012-12,363
4067,BNPPL,2012-12,352
4068,BORYSZEW,2012-12,343
4069,NORDEABP,2012-12,339
4070,KETY,2012-12,328
4071,KOPEX,2012-12,323
4072,KOGENERA,2012-12,316
4073,STALPROD,2012-12,304
4074,INTERCARS,2012-12,299
4075,WAWEL,2012-12,294
4076,MENNICA,2012-12,288
4077,CIECH,2012-12,287
4078,INTEGERPL,2012-12,269
4079,APATOR,2012-12,265
4080,ALCHEMIA,2012-12,254
4081,KREZUS,2012-12,247
4082,MIDAS,2012-12,236
4083,POLICE,2012-12,228
4084,EMPERIA,2012-12,215
4085,DOMDEV,2012-12,207
4086,DEBICA,2012-12,207
4087,BIOTON,2012-12,206
4088,FARMACOL,2012-12,187
4089,OPENFIN,2012-12,186
4090,KRUK,2012-12,183
4091,KOFOLA,2012-12,177
4098,PKOBP,2013-01,10339
4099,PEKAO,2013-01,9541
4100,KGHM,2013-01,9023
4101,PZU,2013-01,8404
4102,PGNIG,2013-01,7750
4103,PGE,2013-01,7618
4104,BZWBK,2013-01,5608
4105,PKNORLEN,2013-01,5005
4106,TPSA,2013-01,3828
4107,BRE,2013-01,3256
4108,HANDLOWY,2013-01,2986
4109,INGBSK,2013-01,2750
4110,JSW,2013-01,2636
4111,LPP,2013-01,2121
4112,TAURONPE,2013-01,1976
4113,SYNTHOS,2013-01,1659
4114,EUROCASH,2013-01,1658
4115,ENEA,2013-01,1611
4116,CYFRPLSAT,2013-01,1394
4117,MILLENNIUM,2013-01,1324
4118,LOTOS,2013-01,1240
4119,GETINOBLE,2013-01,1234
4120,BOGDANKA,2013-01,1109
4121,ALIOR,2013-01,1089
4122,ZYWIEC,2013-01,1089
4123,BANKBPH,2013-01,959
4124,ASSECOPOL,2013-01,892
4125,AZOTYTARNOW,2013-01,865
4126,TVN,2013-01,797
4127,BGZ,2013-01,695
4128,CCC,2013-01,660
4129,GTC,2013-01,657
4130,PULAWY,2013-01,585
4131,ECHO,2013-01,537
4132,FAMUR,2013-01,523
4133,BNPPL,2013-01,514
4134,GETIN,2013-01,476
4135,NFIEMF,2013-01,466
4136,AMREST,2013-01,442
4137,NETIA,2013-01,424
4138,ORBIS,2013-01,421
4139,BUDIMEX,2013-01,408
4140,GPW,2013-01,403
4141,ZEPAK,2013-01,375
4142,NORDEABP,2013-01,358
4143,STALPROD,2013-01,320
4144,INTERCARS,2013-01,318
4145,KETY,2013-01,316
4146,BORYSZEW,2013-01,302
4147,KOGENERA,2013-01,295
4148,WAWEL,2013-01,290
4149,KOPEX,2013-01,284
4150,INTEGERPL,2013-01,283
4151,MENNICA,2013-01,270
4152,CIECH,2013-01,264
4153,MIDAS,2013-01,262
4154,APATOR,2013-01,258
4155,ALCHEMIA,2013-01,245
4156,POLICE,2013-01,237
4157,KREZUS,2013-01,235
4158,DEBICA,2013-01,221
4159,DOMDEV,2013-01,213
4160,FARMACOL,2013-01,211
4161,EMPERIA,2013-01,211
4162,KRUK,2013-01,203
4163,OPENFIN,2013-01,194
4164,GRAJEWO,2013-01,186
4165,BOS,2013-01,186
4166,POLIMEXMS,2013-01,178
4173,PKOBP,2013-02,10705
4174,PEKAO,2013-02,10128
4175,KGHM,2013-02,8694
4176,PZU,2013-02,8369
4177,PGNIG,2013-02,8118
4178,PGE,2013-02,7300
4179,BZWBK,2013-02,6076
4180,PKNORLEN,2013-02,5520
4181,BRE,2013-02,3421
4182,HANDLOWY,2013-02,2826
4183,INGBSK,2013-02,2795
4184,JSW,2013-02,2683
4185,TPSA,2013-02,2185
4186,LPP,2013-02,2071
4187,TAURONPE,2013-02,1855
4188,SYNTHOS,2013-02,1760
4189,EUROCASH,2013-02,1759
4190,ENEA,2013-02,1646
4191,MILLENNIUM,2013-02,1395
4192,CYFRPLSAT,2013-02,1374
4193,AZOTYTARNOW,2013-02,1346
4194,LOTOS,2013-02,1305
4195,GETINOBLE,2013-02,1205
4196,ZYWIEC,2013-02,1117
4197,ALIOR,2013-02,1081
4198,BOGDANKA,2013-02,1059
4199,BANKBPH,2013-02,885
4200,ASSECOPOL,2013-02,862
4201,TVN,2013-02,802
4202,BNPPL,2013-02,783
4203,BGZ,2013-02,681
4204,CCC,2013-02,653
4205,GTC,2013-02,626
4206,PULAWY,2013-02,595
4207,ECHO,2013-02,565
4208,FAMUR,2013-02,547
4209,GETIN,2013-02,501
4210,NFIEMF,2013-02,498
4211,BUDIMEX,2013-02,454
4212,AMREST,2013-02,450
4213,NORDEABP,2013-02,438
4214,NETIA,2013-02,431
4215,GPW,2013-02,424
4216,ORBIS,2013-02,402
4217,ZEPAK,2013-02,353
4218,INTERCARS,2013-02,341
4219,KETY,2013-02,319
4220,MIDAS,2013-02,317
4221,STALPROD,2013-02,312
4222,WAWEL,2013-02,291
4223,MENNICA,2013-02,278
4224,KOPEX,2013-02,274
4225,POLICE,2013-02,274
4226,CIECH,2013-02,272
4227,INTEGERPL,2013-02,270
4228,KOGENERA,2013-02,254
4229,PHN,2013-02,253
4230,BORYSZEW,2013-02,250
4231,KREZUS,2013-02,243
4232,APATOR,2013-02,235
4233,ALCHEMIA,2013-02,228
4234,FARMACOL,2013-02,224
4235,KRUK,2013-02,221
4236,DEBICA,2013-02,219
4237,ROVESE,2013-02,213
4238,EMPERIA,2013-02,196
4239,DOMDEV,2013-02,196
4240,BOS,2013-02,187
4241,GRAJEWO,2013-02,183
4248,PKOBP,2013-03,10316
4249,PEKAO,2013-03,9843
4250,PZU,2013-03,8333
4251,PGNIG,2013-03,7793
4252,KGHM,2013-03,7538
4253,PGE,2013-03,7476
4254,BZWBK,2013-03,5631
4255,PKNORLEN,2013-03,5251
4256,BRE,2013-03,3442
4257,HANDLOWY,2013-03,2840
4258,INGBSK,2013-03,2822
4259,JSW,2013-03,2619
4260,LPP,2013-03,2471
4261,TPSA,2013-03,2128
4262,SYNTHOS,2013-03,1991
4263,TAURONPE,2013-03,1792
4264,EUROCASH,2013-03,1752
4265,ENEA,2013-03,1566
4266,CYFRPLSAT,2013-03,1415
4267,MILLENNIUM,2013-03,1391
4268,AZOTYTARNOW,2013-03,1367
4269,LOTOS,2013-03,1269
4270,ZYWIEC,2013-03,1181
4271,GETINOBLE,2013-03,1108
4272,ALIOR,2013-03,1056
4273,BOGDANKA,2013-03,970
4274,BANKBPH,2013-03,897
4275,ASSECOPOL,2013-03,833
4276,TVN,2013-03,783
4277,CCC,2013-03,649
4278,PULAWY,2013-03,601
4279,BGZ,2013-03,600
4280,BNPPL,2013-03,599
4281,ECHO,2013-03,587
4282,GTC,2013-03,584
4283,FAMUR,2013-03,539
4284,NFIEMF,2013-03,492
4285,GETIN,2013-03,476
4286,BUDIMEX,2013-03,462
4287,AMREST,2013-03,436
4288,NORDEABP,2013-03,398
4289,ORBIS,2013-03,396
4290,GPW,2013-03,393
4291,NETIA,2013-03,389
4292,INTERCARS,2013-03,349
4293,ZEPAK,2013-03,348
4294,KETY,2013-03,311
4295,POLICE,2013-03,292
4296,CIECH,2013-03,286
4297,WAWEL,2013-03,285
4298,INTEGERPL,2013-03,280
4299,MIDAS,2013-03,279
4300,KOPEX,2013-03,275
4301,STALPROD,2013-03,268
4302,PHN,2013-03,267
4303,FARMACOL,2013-03,267
4304,MENNICA,2013-03,266
4305,ROVESE,2013-03,262
4306,KREZUS,2013-03,258
4307,KRUK,2013-03,238
4308,BORYSZEW,2013-03,237
4309,APATOR,2013-03,234
4310,KOGENERA,2013-03,232
4311,DEBICA,2013-03,221
4312,PCCEXOL,2013-03,219
4313,EMPERIA,2013-03,208
4314,ALCHEMIA,2013-03,198
4315,DOMDEV,2013-03,186
4316,GRAJEWO,2013-03,177
4323,PKOBP,2013-04,9927
4324,PEKAO,2013-04,9598
4325,PZU,2013-04,9077
4326,PGNIG,2013-04,7605
4327,PGE,2013-04,7406
4328,KGHM,2013-04,7145
4329,BZWBK,2013-04,5938
4330,PKNORLEN,2013-04,5059
4331,BRE,2013-04,3515
4332,HANDLOWY,2013-04,2965
4333,INGBSK,2013-04,2829
4334,LPP,2013-04,2829
4335,JSW,2013-04,2366
4336,TPSA,2013-04,2270
4337,EUROCASH,2013-04,1896
4338,TAURONPE,2013-04,1781
4339,SYNTHOS,2013-04,1504
4340,AZOTYTARNOW,2013-04,1457
4341,MILLENNIUM,2013-04,1414
4342,CYFRPLSAT,2013-04,1406
4343,ENEA,2013-04,1385
4344,LOTOS,2013-04,1190
4345,ZYWIEC,2013-04,1103
4346,ALIOR,2013-04,1090
4347,GETINOBLE,2013-04,1004
4348,BOGDANKA,2013-04,961
4349,BANKBPH,2013-04,902
4350,ASSECOPOL,2013-04,859
4351,TVN,2013-04,722
4352,CCC,2013-04,677
4353,GTC,2013-04,604
4354,PULAWY,2013-04,601
4355,BGZ,2013-04,588
4356,ECHO,2013-04,578
4357,FAMUR,2013-04,535
4358,NFIEMF,2013-04,477
4359,BUDIMEX,2013-04,476
4360,NORDEABP,2013-04,455
4361,BNPPL,2013-04,450
4362,AMREST,2013-04,415
4363,GETIN,2013-04,394
4364,NETIA,2013-04,392
4365,ORBIS,2013-04,391
4366,GPW,2013-04,383
4367,POLICE,2013-04,380
4368,INTERCARS,2013-04,335
4369,ZEPAK,2013-04,321
4370,KETY,2013-04,314
4371,INTEGERPL,2013-04,297
4372,WAWEL,2013-04,294
4373,FARMACOL,2013-04,287
4374,ROVESE,2013-04,280
4375,CIECH,2013-04,279
4376,MIDAS,2013-04,261
4377,STALPROD,2013-04,261
4378,PHN,2013-04,256
4379,KRUK,2013-04,251
4380,BORYSZEW,2013-04,245
4381,KREZUS,2013-04,242
4382,APATOR,2013-04,232
4383,DEBICA,2013-04,220
4384,MENNICA,2013-04,211
4385,PCCEXOL,2013-04,208
4386,EMPERIA,2013-04,200
4387,KOPEX,2013-04,199
4388,DOMDEV,2013-04,197
4389,ALCHEMIA,2013-04,195
4390,GRAJEWO,2013-04,178
4391,KRUSZWICA,2013-04,177
4398,PEKAO,2013-05,10171
4399,PKOBP,2013-05,10142
4400,PZU,2013-05,9259
4401,PGNIG,2013-05,8485
4402,PGE,2013-05,7888
4403,KGHM,2013-05,6913
4404,BZWBK,2013-05,6367
4405,PKNORLEN,2013-05,5284
4406,BRE,2013-05,3870
4407,HANDLOWY,2013-05,3026
4408,LPP,2013-05,2872
4409,INGBSK,2013-05,2851
4410,TPSA,2013-05,2534
4411,JSW,2013-05,2196
4412,EUROCASH,2013-05,2115
4413,TAURONPE,2013-05,1773
4414,AZOTYTARNOW,2013-05,1739
4415,SYNTHOS,2013-05,1656
4416,ENEA,2013-05,1524
4417,CYFRPLSAT,2013-05,1473
4418,MILLENNIUM,2013-05,1456
4419,LOTOS,2013-05,1301
4420,ALIOR,2013-05,1242
4421,GETINOBLE,2013-05,1180
4422,ZYWIEC,2013-05,1053
4423,BOGDANKA,2013-05,1021
4424,TVN,2013-05,830
4425,BANKBPH,2013-05,827
4426,ASSECOPOL,2013-05,822
4427,CCC,2013-05,706
4428,BGZ,2013-05,656
4429,GTC,2013-05,633
4430,ECHO,2013-05,629
4431,FAMUR,2013-05,612
4432,PULAWY,2013-05,586
4433,BNPPL,2013-05,558
4434,POLICE,2013-05,524
4435,BUDIMEX,2013-05,521
4436,GETIN,2013-05,467
4437,NFIEMF,2013-05,457
4438,NORDEABP,2013-05,453
4439,NETIA,2013-05,408
4440,GPW,2013-05,405
4441,AMREST,2013-05,400
4442,ORBIS,2013-05,387
4443,INTERCARS,2013-05,376
4444,INTEGERPL,2013-05,367
4445,ZEPAK,2013-05,338
4446,KETY,2013-05,331
4447,CIECH,2013-05,322
4448,ROVESE,2013-05,289
4449,WAWEL,2013-05,288
4450,MIDAS,2013-05,283
4451,FARMACOL,2013-05,276
4452,PHN,2013-05,270
4453,STALPROD,2013-05,261
4454,DOMDEV,2013-05,250
4455,KRUK,2013-05,247
4456,APATOR,2013-05,240
4457,KREZUS,2013-05,230
4458,PELION,2013-05,220
4459,EMPERIA,2013-05,211
4460,DEBICA,2013-05,210
4461,BORYSZEW,2013-05,210
4462,PCCEXOL,2013-05,205
4463,GRAJEWO,2013-05,202
4464,MENNICA,2013-05,198
4465,KOGENERA,2013-05,196
4466,CDPROJEKT,2013-05,195
4473,PKOBP,2013-06,10279
4474,PEKAO,2013-06,9094
4475,PZU,2013-06,8172
4476,PGNIG,2013-06,7904
4477,PGE,2013-06,6651
4478,BZWBK,2013-06,6050
4479,KGHM,2013-06,5590
4480,PKNORLEN,2013-06,4604
4481,BRE,2013-06,3728
4482,INGBSK,2013-06,2845
4483,HANDLOWY,2013-06,2807
4484,LPP,2013-06,2770
4485,TPSA,2013-06,2360
4486,EUROCASH,2013-06,1875
4487,TAURONPE,2013-06,1745
4488,JSW,2013-06,1739
4489,AZOTYTARNOW,2013-06,1696
4490,CYFRPLSAT,2013-06,1493
4491,MILLENNIUM,2013-06,1460
4492,SYNTHOS,2013-06,1394
4493,ENEA,2013-06,1350
4494,ALIOR,2013-06,1314
4495,GETINOBLE,2013-06,1139
4496,LOTOS,2013-06,1077
4497,ZYWIEC,2013-06,994
4498,BANKBPH,2013-06,863
4499,ASSECOPOL,2013-06,816
4500,TVN,2013-06,795
4501,BOGDANKA,2013-06,794
4502,CCC,2013-06,754
4503,ECHO,2013-06,665
4504,BGZ,2013-06,651
4505,FAMUR,2013-06,612
4506,GTC,2013-06,605
4507,BNPPL,2013-06,601
4508,NORDEABP,2013-06,598
4509,PULAWY,2013-06,592
4510,BUDIMEX,2013-06,554
4511,NFIEMF,2013-06,512
4512,GETIN,2013-06,473
4513,POLICE,2013-06,456
4514,INTERCARS,2013-06,404
4515,AMREST,2013-06,392
4516,ORBIS,2013-06,380
4517,INTEGERPL,2013-06,380
4518,NETIA,2013-06,371
4519,GPW,2013-06,369
4520,CIECH,2013-06,295
4521,ZEPAK,2013-06,292
4522,KETY,2013-06,292
4523,ROVESE,2013-06,292
4524,MIDAS,2013-06,280
4525,FARMACOL,2013-06,277
4526,WAWEL,2013-06,270
4527,PHN,2013-06,256
4528,STALPROD,2013-06,252
4529,PELION,2013-06,247
4530,KRUK,2013-06,241
4531,APATOR,2013-06,226
4532,DOMDEV,2013-06,221
4533,ALCHEMIA,2013-06,219
4534,KREZUS,2013-06,219
4535,BORYSZEW,2013-06,209
4536,PCCEXOL,2013-06,207
4537,EMPERIA,2013-06,206
4538,DEBICA,2013-06,206
4539,CDPROJEKT,2013-06,203
4540,GRAJEWO,2013-06,200
4541,KOPEX,2013-06,194
4548,PKOBP,2013-07,10960
4549,PEKAO,2013-07,10146
4550,PZU,2013-07,9232
4551,PGNIG,2013-07,8622
4552,BZWBK,2013-07,7165
4553,PGE,2013-07,6668
4554,KGHM,2013-07,5233
4555,PKNORLEN,2013-07,4380
4556,BRE,2013-07,4292
4557,INGBSK,2013-07,3037
4558,LPP,2013-07,3010
4559,HANDLOWY,2013-07,2975
4560,TPSA,2013-07,2351
4561,EUROCASH,2013-07,1939
4562,JSW,2013-07,1854
4563,TAURONPE,2013-07,1818
4564,MILLENNIUM,2013-07,1773
4565,CYFRPLSAT,2013-07,1741
4566,AZOTYTARNOW,2013-07,1529
4567,ENEA,2013-07,1407
4568,SYNTHOS,2013-07,1372
4569,GETINOBLE,2013-07,1281
4570,ALIOR,2013-07,1274
4571,ZYWIEC,2013-07,1029
4572,LOTOS,2013-07,1015
4573,BANKBPH,2013-07,911
4574,ASSECOPOL,2013-07,890
4575,TVN,2013-07,875
4576,CCC,2013-07,851
4577,BOGDANKA,2013-07,847
4578,BGZ,2013-07,692
4579,ECHO,2013-07,654
4580,PULAWY,2013-07,639
4581,FAMUR,2013-07,622
4582,NORDEABP,2013-07,610
4583,GTC,2013-07,608
4584,BUDIMEX,2013-07,579
4585,GETIN,2013-07,545
4586,BNPPL,2013-07,539
4587,NFIEMF,2013-07,523
4588,INTEGERPL,2013-07,507
4589,INTERCARS,2013-07,489
4590,POLICE,2013-07,449
4591,AMREST,2013-07,440
4592,NETIA,2013-07,414
4593,ORBIS,2013-07,375
4594,ROVESE,2013-07,369
4595,GPW,2013-07,364
4596,WAWEL,2013-07,346
4597,KETY,2013-07,325
4598,CIECH,2013-07,311
4599,ZEPAK,2013-07,293
4600,MIDAS,2013-07,279
4601,PHN,2013-07,270
4602,FARMACOL,2013-07,264
4603,KRUK,2013-07,261
4604,STALPROD,2013-07,257
4605,ALCHEMIA,2013-07,243
4606,CDPROJEKT,2013-07,239
4607,BORYSZEW,2013-07,239
4608,APATOR,2013-07,234
4609,PCCEXOL,2013-07,233
4610,EMPERIA,2013-07,230
4611,KREZUS,2013-07,227
4612,DOMDEV,2013-07,220
4613,PELION,2013-07,218
4614,KRUSZWICA,2013-07,217
4615,GRAJEWO,2013-07,216
4616,DEBICA,2013-07,213
4623,PKOBP,2013-08,11227
4624,PEKAO,2013-08,10707
4625,PZU,2013-08,8866
4626,PGNIG,2013-08,8548
4627,PGE,2013-08,7448
4628,BZWBK,2013-08,6840
4629,KGHM,2013-08,5749
4630,PKNORLEN,2013-08,4511
4631,BRE,2013-08,4370
