,nazwa,okres,mln_EUR
1892,INGBSK,2010-06,2369
1893,HANDLOWY,2010-06,2332
1894,TAURONPE,2010-06,1936
1895,ENEA,2010-06,1893
1896,GETIN,2010-06,1629
1897,BRE,2010-06,1626
1898,TVN,2010-06,1313
1899,MILLENNIUM,2010-06,1252
1900,GTC,2010-06,1231
1901,ZYWIEC,2010-06,1194
1902,GETINOBLE,2010-06,1173
1903,KREDYTB,2010-06,1016
1904,ASSECOPOL,2010-06,1010
1905,CYFRPLSAT,2010-06,918
1906,BANKBPH,2010-06,911
1907,LOTOS,2010-06,904
1908,FORTISPL,2010-06,862
1909,SWIECIE,2010-06,847
1910,LPP,2010-06,727
1911,PBG,2010-06,721
1912,EUROCASH,2010-06,713
1913,STALPROD,2010-06,637
1914,BOGDANKA,2010-06,631
1915,SYNTHOS,2010-06,571
1916,BUDIMEX,2010-06,539
1917,CCC,2010-06,500
1918,POLIMEXMS,2010-06,491
1919,CERSANIT,2010-06,476
1920,NETIA,2010-06,444
1921,NORDEABP,2010-06,427
1922,ECHO,2010-06,421
1923,NFIEMF,2010-06,414
1924,KRUSZWICA,2010-06,410
1925,ORBIS,2010-06,395
1926,KOGENERA,2010-06,391
1927,ALCHEMIA,2010-06,366
1928,MMPPL,2010-06,336
1929,MOSTALWAR,2010-06,329
1930,DZPOLSKA,2010-06,323
1931,KOPEX,2010-06,321
1932,EMPERIA,2010-06,316
1933,BOS,2010-06,315
1934,AMREST,2010-06,310
1935,PULAWY,2010-06,290
1936,AGORA,2010-06,283
1937,DOMDEV,2010-06,257
1938,BIOTON,2010-06,255
1939,KOFOLA,2010-06,249
1940,FARMACOL,2010-06,231
1941,TUEUROPA,2010-06,229
1942,KETY,2010-06,226
1949,PKOBP,2010-07,12226
1950,PEKAO,2010-07,10729
1951,PGE,2010-07,9557
1952,PZU,2010-07,8489
1953,KGHM,2010-07,5324
1954,TPSA,2010-07,5302
1955,PGNIG,2010-07,5226
1956,PKNORLEN,2010-07,4167
1957,BZWBK,2010-07,3364
1958,INGBSK,2010-07,2538
1959,HANDLOWY,2010-07,2520
1960,ENEA,2010-07,2031
1961,TAURONPE,2010-07,2030
1962,BRE,2010-07,1910
1963,GETIN,2010-07,1825
1964,TVN,2010-07,1516
1965,MILLENNIUM,2010-07,1413
1966,ZYWIEC,2010-07,1333
1967,GTC,2010-07,1319
1968,GETINOBLE,2010-07,1280
1969,ASSECOPOL,2010-07,1062
1970,KREDYTB,2010-07,1052
1971,LOTOS,2010-07,1048
1972,BANKBPH,2010-07,1029
1973,CYFRPLSAT,2010-07,987
1974,FORTISPL,2010-07,927
1975,SWIECIE,2010-07,911
1976,PBG,2010-07,820
1977,EUROCASH,2010-07,779
1978,LPP,2010-07,766
1979,STALPROD,2010-07,718
1980,BOGDANKA,2010-07,664
1981,SYNTHOS,2010-07,664
1982,BUDIMEX,2010-07,604
1983,POLIMEXMS,2010-07,551
1984,CCC,2010-07,537
1985,ECHO,2010-07,498
1986,CERSANIT,2010-07,489
1987,NETIA,2010-07,480
1988,NFIEMF,2010-07,479
1989,NORDEABP,2010-07,459
1990,KRUSZWICA,2010-07,444
1991,ORBIS,2010-07,432
1992,KOGENERA,2010-07,417
1993,ALCHEMIA,2010-07,401
1994,MMPPL,2010-07,363
1995,KOPEX,2010-07,353
1996,MOSTALWAR,2010-07,337
1997,AMREST,2010-07,331
1998,PULAWY,2010-07,329
1999,DZPOLSKA,2010-07,326
2000,BOS,2010-07,326
2001,EMPERIA,2010-07,315
2002,AGORA,2010-07,315
2003,DOMDEV,2010-07,287
2004,KOFOLA,2010-07,284
2005,BORYSZEW,2010-07,282
2006,BIOTON,2010-07,277
2007,INTERCARS,2010-07,265
2008,KETY,2010-07,246
2009,FARMACOL,2010-07,245
2016,PKOBP,2010-08,11895
2017,PEKAO,2010-08,10072
2018,PGE,2010-08,9874
2019,PZU,2010-08,8144
2020,TPSA,2010-08,5718
2021,KGHM,2010-08,5340
2022,PGNIG,2010-08,5187
2023,PKNORLEN,2010-08,4154
2024,BZWBK,2010-08,3429
2025,BRE,2010-08,2669
2026,INGBSK,2010-08,2624
2027,HANDLOWY,2010-08,2542
2028,ENEA,2010-08,2206
2029,TAURONPE,2010-08,2132
2030,GETIN,2010-08,1711
2031,TVN,2010-08,1466
2032,MILLENNIUM,2010-08,1339
2033,ZYWIEC,2010-08,1293
2034,GTC,2010-08,1246
2035,GETINOBLE,2010-08,1222
2036,ASSECOPOL,2010-08,1068
2037,BANKBPH,2010-08,1036
2038,KREDYTB,2010-08,982
2039,LOTOS,2010-08,967
2040,CYFRPLSAT,2010-08,950
2041,SWIECIE,2010-08,945
2042,FORTISPL,2010-08,892
2043,PBG,2010-08,810
2044,LPP,2010-08,778
2045,EUROCASH,2010-08,766
2046,BOGDANKA,2010-08,711
2047,STALPROD,2010-08,710
2048,SYNTHOS,2010-08,654
2049,NORDEABP,2010-08,622
2050,BUDIMEX,2010-08,580
2051,CERSANIT,2010-08,532
2052,CCC,2010-08,527
2053,POLIMEXMS,2010-08,513
2054,KRUSZWICA,2010-08,502
2055,ECHO,2010-08,481
2056,NFIEMF,2010-08,468
2057,NETIA,2010-08,467
2058,ORBIS,2010-08,432
2059,KOGENERA,2010-08,422
2060,ALCHEMIA,2010-08,394
2061,MMPPL,2010-08,370
2062,BORYSZEW,2010-08,366
2063,PULAWY,2010-08,365
2064,AMREST,2010-08,339
2065,KOPEX,2010-08,329
2066,AGORA,2010-08,317
2067,BOS,2010-08,316
2068,EMPERIA,2010-08,316
2069,MOSTALWAR,2010-08,315
2070,KOFOLA,2010-08,288
2071,DOMDEV,2010-08,285
2072,BIOTON,2010-08,277
2073,DZPOLSKA,2010-08,265
2074,FARMACOL,2010-08,251
2075,FAMUR,2010-08,250
2076,INTERCARS,2010-08,248
2083,PKOBP,2010-09,13807
2084,PEKAO,2010-09,11318
2085,PGE,2010-09,11021
2086,PZU,2010-09,8880
2087,TPSA,2010-09,6023
2088,KGHM,2010-09,5884
2089,PGNIG,2010-09,5327
2090,PKNORLEN,2010-09,4291
2091,BZWBK,2010-09,3944
2092,HANDLOWY,2010-09,2872
2093,BRE,2010-09,2727
2094,INGBSK,2010-09,2692
2095,TAURONPE,2010-09,2436
2096,ENEA,2010-09,2320
2097,GETIN,2010-09,1934
2098,MILLENNIUM,2010-09,1527
2099,TVN,2010-09,1491
2100,ZYWIEC,2010-09,1432
2101,GTC,2010-09,1227
2102,GETINOBLE,2010-09,1210
2103,BANKBPH,2010-09,1086
2104,ASSECOPOL,2010-09,1021
2105,KREDYTB,2010-09,1021
2106,LOTOS,2010-09,1016
2107,CYFRPLSAT,2010-09,1008
2108,SWIECIE,2010-09,953
2109,EUROCASH,2010-09,901
2110,PBG,2010-09,877
2111,FORTISPL,2010-09,847
2112,LPP,2010-09,806
2113,SYNTHOS,2010-09,743
2114,BOGDANKA,2010-09,742
2115,STALPROD,2010-09,687
2116,BUDIMEX,2010-09,604
2117,NORDEABP,2010-09,586
2118,ECHO,2010-09,557
2119,CCC,2010-09,554
2120,NETIA,2010-09,544
2121,NFIEMF,2010-09,532
2122,POLIMEXMS,2010-09,510
2123,ORBIS,2010-09,480
2124,KRUSZWICA,2010-09,459
2125,BORYSZEW,2010-09,451
2126,ALCHEMIA,2010-09,425
2127,KOGENERA,2010-09,417
2128,CERSANIT,2010-09,382
2129,EMPERIA,2010-09,375
2130,MMPPL,2010-09,373
2131,PULAWY,2010-09,362
2132,AMREST,2010-09,361
2133,AGORA,2010-09,360
2134,MOSTALWAR,2010-09,346
2135,BOS,2010-09,323
2136,TUEUROPA,2010-09,317
2137,KOPEX,2010-09,316
2138,FAMUR,2010-09,295
2139,DOMDEV,2010-09,290
2140,BIOTON,2010-09,283
2141,FARMACOL,2010-09,277
2142,KOFOLA,2010-09,265
2143,KETY,2010-09,249
2150,PKOBP,2010-10,14082
2151,PEKAO,2010-10,12237
2152,PGE,2010-10,10251
2153,PZU,2010-10,8174
2154,KGHM,2010-10,6409
2155,TPSA,2010-10,6069
2156,PGNIG,2010-10,5465
2157,PKNORLEN,2010-10,4306
2158,BZWBK,2010-10,3860
2159,BRE,2010-10,3033
2160,HANDLOWY,2010-10,2944
2161,INGBSK,2010-10,2830
2162,ENEA,2010-10,2614
2163,TAURONPE,2010-10,2590
2164,GETIN,2010-10,1910
2165,MILLENNIUM,2010-10,1537
2166,TVN,2010-10,1537
2167,ZYWIEC,2010-10,1445
2168,GTC,2010-10,1274
2169,GETINOBLE,2010-10,1227
2170,BANKBPH,2010-10,1165
2171,ASSECOPOL,2010-10,1024
2172,KREDYTB,2010-10,1019
2173,LOTOS,2010-10,985
2174,SWIECIE,2010-10,983
2175,BOGDANKA,2010-10,961
2176,CYFRPLSAT,2010-10,940
2177,EUROCASH,2010-10,894
2178,FORTISPL,2010-10,881
2179,SYNTHOS,2010-10,851
2180,LPP,2010-10,851
2181,PBG,2010-10,777
2182,STALPROD,2010-10,676
2183,BUDIMEX,2010-10,671
2184,NORDEABP,2010-10,599
2185,CCC,2010-10,595
2186,ECHO,2010-10,557
2187,NETIA,2010-10,541
2188,NFIEMF,2010-10,517
2189,KRUSZWICA,2010-10,483
2190,POLIMEXMS,2010-10,482
2191,ORBIS,2010-10,479
2192,ALCHEMIA,2010-10,418
2193,CERSANIT,2010-10,412
2194,KOGENERA,2010-10,410
2195,MMPPL,2010-10,372
2196,EMPERIA,2010-10,371
2197,AMREST,2010-10,370
2198,TUEUROPA,2010-10,361
2199,PULAWY,2010-10,359
2200,AGORA,2010-10,357
2201,MOSTALWAR,2010-10,340
2202,KOPEX,2010-10,335
2203,BOS,2010-10,324
2204,DOMDEV,2010-10,288
2205,FAMUR,2010-10,284
2206,KETY,2010-10,273
2207,BIOTON,2010-10,256
2208,KOFOLA,2010-10,249
2209,FARMACOL,2010-10,248
2210,INTERCARS,2010-10,245
2217,PKOBP,2010-11,13195
2218,PEKAO,2010-11,11722
2219,PGE,2010-11,10328
2220,PZU,2010-11,7524
2221,KGHM,2010-11,6579
2222,TPSA,2010-11,5302
2223,PGNIG,2010-11,5026
2224,PKNORLEN,2010-11,4536
2225,BZWBK,2010-11,3778
2226,BRE,2010-11,2892
2227,HANDLOWY,2010-11,2871
2228,INGBSK,2010-11,2683
2229,TAURONPE,2010-11,2668
2230,ENEA,2010-11,2622
2231,GETIN,2010-11,1933
2232,MILLENNIUM,2010-11,1483
2233,ZYWIEC,2010-11,1410
2234,TVN,2010-11,1361
2235,GTC,2010-11,1277
2236,BANKBPH,2010-11,1261
2237,GETINOBLE,2010-11,1168
2238,KREDYTB,2010-11,1034
2239,CYFRPLSAT,2010-11,1001
2240,LOTOS,2010-11,996
2241,SWIECIE,2010-11,963
2242,ASSECOPOL,2010-11,938
2243,SYNTHOS,2010-11,926
2244,LPP,2010-11,902
2245,EUROCASH,2010-11,870
2246,BOGDANKA,2010-11,852
2247,FORTISPL,2010-11,808
2248,PBG,2010-11,776
2249,BUDIMEX,2010-11,622
2250,NORDEABP,2010-11,613
2251,CCC,2010-11,584
2252,NFIEMF,2010-11,562
2253,NETIA,2010-11,526
2254,GPW,2010-11,520
2255,STALPROD,2010-11,510
2256,ECHO,2010-11,495
2257,POLIMEXMS,2010-11,448
2258,TUEUROPA,2010-11,448
2259,ORBIS,2010-11,437
2260,KRUSZWICA,2010-11,435
2261,ALCHEMIA,2010-11,417
2262,KOGENERA,2010-11,394
2263,CERSANIT,2010-11,390
2264,MMPPL,2010-11,361
2265,EMPERIA,2010-11,356
2266,AMREST,2010-11,347
2267,PULAWY,2010-11,343
2268,AGORA,2010-11,338
2269,BOS,2010-11,316
2270,KOPEX,2010-11,305
2271,FAMUR,2010-11,296
2272,MOSTALWAR,2010-11,289
2273,KETY,2010-11,267
2274,KOFOLA,2010-11,243
2275,DOMDEV,2010-11,241
2276,DZPOLSKA,2010-11,238
2277,INTERCARS,2010-11,237
2278,IMPEXMET,2010-11,233
2285,PKOBP,2010-12,13683
2286,PEKAO,2010-12,11858
2287,PGE,2010-12,10949
2288,KGHM,2010-12,8737
2289,PZU,2010-12,7751
2290,TPSA,2010-12,5514
2291,PGNIG,2010-12,5319
2292,PKNORLEN,2010-12,4946
2293,BZWBK,2010-12,3965
2294,BRE,2010-12,3231
2295,HANDLOWY,2010-12,3085
2296,INGBSK,2010-12,2937
2297,TAURONPE,2010-12,2907
2298,ENEA,2010-12,2642
2299,GETIN,2010-12,2073
2300,MILLENNIUM,2010-12,1501
2301,TVN,2010-12,1478
2302,ZYWIEC,2010-12,1468
2303,BANKBPH,2010-12,1374
2304,GTC,2010-12,1357
2305,GETINOBLE,2010-12,1260
2306,LOTOS,2010-12,1192
2307,CYFRPLSAT,2010-12,1118
2308,ASSECOPOL,2010-12,1038
2309,SYNTHOS,2010-12,1026
2310,KREDYTB,2010-12,1009
2311,SWIECIE,2010-12,978
2312,LPP,2010-12,957
2313,BOGDANKA,2010-12,945
2314,EUROCASH,2010-12,896
2315,FORTISPL,2010-12,791
2316,PBG,2010-12,769
2317,CCC,2010-12,659
2318,BUDIMEX,2010-12,641
2319,CERSANIT,2010-12,587
2320,BORYSZEW,2010-12,570
2321,NORDEABP,2010-12,562
2322,NFIEMF,2010-12,545
2323,GPW,2010-12,519
2324,NETIA,2010-12,511
2325,ECHO,2010-12,509
2326,TUEUROPA,2010-12,501
2327,ORBIS,2010-12,477
2328,STALPROD,2010-12,469
2329,POLIMEXMS,2010-12,469
2330,ALCHEMIA,2010-12,454
2331,KOGENERA,2010-12,413
2332,PULAWY,2010-12,410
2333,AMREST,2010-12,406
2334,EMPERIA,2010-12,402
2335,KRUSZWICA,2010-12,394
2336,MMPPL,2010-12,364
2337,KOPEX,2010-12,353
2338,AGORA,2010-12,336
2339,FAMUR,2010-12,326
2340,AZOTYTARNOW,2010-12,323
2341,BOS,2010-12,318
2342,MOSTALWAR,2010-12,309
2343,KETY,2010-12,296
2344,CELTIC,2010-12,267
2345,DOMDEV,2010-12,265
2346,INTERCARS,2010-12,258
2347,DZPOLSKA,2010-12,245
2354,PKOBP,2011-01,13073
2355,PEKAO,2011-01,11403
2356,PGE,2011-01,10878
2357,KGHM,2011-01,8550
2358,PZU,2011-01,7572
2359,TPSA,2011-01,5703
2360,PGNIG,2011-01,5458
2361,PKNORLEN,2011-01,5185
2362,BZWBK,2011-01,4062
2363,BRE,2011-01,3252
2364,HANDLOWY,2011-01,3168
2365,INGBSK,2011-01,2817
2366,TAURONPE,2011-01,2806
2367,ENEA,2011-01,2536
2368,GETIN,2011-01,2259
2369,MILLENNIUM,2011-01,1539
2370,GETINOBLE,2011-01,1457
2371,ZYWIEC,2011-01,1449
2372,TVN,2011-01,1449
2373,BANKBPH,2011-01,1375
2374,LOTOS,2011-01,1362
2375,SYNTHOS,2011-01,1332
2376,GTC,2011-01,1169
2377,EUROCASH,2011-01,1102
2378,CYFRPLSAT,2011-01,1080
2379,KREDYTB,2011-01,1058
2380,ASSECOPOL,2011-01,1045
2381,SWIECIE,2011-01,991
2382,BOGDANKA,2011-01,981
2383,LPP,2011-01,920
2384,PBG,2011-01,741
2385,FORTISPL,2011-01,730
2386,BUDIMEX,2011-01,642
2387,NORDEABP,2011-01,635
2388,CCC,2011-01,625
2389,CERSANIT,2011-01,616
2390,BORYSZEW,2011-01,571
2391,PULAWY,2011-01,539
2392,STALPROD,2011-01,526
2393,NETIA,2011-01,522
2394,GPW,2011-01,514
2395,POLIMEXMS,2011-01,510
2396,TUEUROPA,2011-01,503
2397,NFIEMF,2011-01,477
2398,ECHO,2011-01,473
2399,ALCHEMIA,2011-01,434
2400,ORBIS,2011-01,423
2401,EMPERIA,2011-01,411
2402,AMREST,2011-01,399
2403,KRUSZWICA,2011-01,397
2404,FAMUR,2011-01,379
2405,KOGENERA,2011-01,371
2406,MMPPL,2011-01,370
2407,KOPEX,2011-01,367
2408,AZOTYTARNOW,2011-01,351
2409,BOS,2011-01,313
2410,AGORA,2011-01,311
2411,KETY,2011-01,298
2412,DOMDEV,2011-01,293
2413,INTERCARS,2011-01,259
2414,MOSTALWAR,2011-01,253
2415,KOFOLA,2011-01,235
2422,PKOBP,2011-02,13200
2423,PEKAO,2011-02,10847
2424,PGE,2011-02,10646
2425,KGHM,2011-02,8827
2426,PZU,2011-02,7544
2427,TPSA,2011-02,5808
2428,PGNIG,2011-02,5787
2429,PKNORLEN,2011-02,4905
2430,BZWBK,2011-02,4142
2431,BRE,2011-02,3290
2432,HANDLOWY,2011-02,3072
2433,INGBSK,2011-02,2789
2434,TAURONPE,2011-02,2719
2435,ENEA,2011-02,2431
2436,GETIN,2011-02,2348
2437,MILLENNIUM,2011-02,1708
2438,GETINOBLE,2011-02,1562
2439,TVN,2011-02,1490
2440,ZYWIEC,2011-02,1467
2441,SYNTHOS,2011-02,1408
2442,BANKBPH,2011-02,1381
2443,LOTOS,2011-02,1315
2444,GTC,2011-02,1166
2445,KREDYTB,2011-02,1148
2446,EUROCASH,2011-02,1079
2447,CYFRPLSAT,2011-02,1059
2448,SWIECIE,2011-02,1008
2449,BOGDANKA,2011-02,1004
2450,ASSECOPOL,2011-02,1000
2451,LPP,2011-02,916
2452,FORTISPL,2011-02,795
2453,PBG,2011-02,712
2454,NORDEABP,2011-02,670
2455,CERSANIT,2011-02,669
2456,BUDIMEX,2011-02,619
2457,CCC,2011-02,578
2458,BORYSZEW,2011-02,570
2459,PULAWY,2011-02,545
2460,ECHO,2011-02,519
2461,NFIEMF,2011-02,510
2462,NETIA,2011-02,510
2463,TUEUROPA,2011-02,509
2464,STALPROD,2011-02,507
2465,GPW,2011-02,499
2466,POLIMEXMS,2011-02,470
2467,EMPERIA,2011-02,433
2468,ORBIS,2011-02,424
2469,ALCHEMIA,2011-02,415
2470,FAMUR,2011-02,396
2471,KRUSZWICA,2011-02,393
2472,KOPEX,2011-02,390
2473,MMPPL,2011-02,370
2474,AZOTYTARNOW,2011-02,364
2475,KOGENERA,2011-02,355
2476,AMREST,2011-02,354
2477,AGORA,2011-02,344
2478,BOS,2011-02,312
2479,KETY,2011-02,290
2480,DOMDEV,2011-02,287
2481,INTERCARS,2011-02,260
2482,GRAJEWO,2011-02,247
2483,MOSTALWAR,2011-02,246
2490,PKOBP,2011-03,13616
2491,PEKAO,2011-03,11131
2492,PGE,2011-03,10673
2493,KGHM,2011-03,8983
2494,PZU,2011-03,7663
2495,TPSA,2011-03,5859
2496,PKNORLEN,2011-03,5613
2497,PGNIG,2011-03,5530
2498,BZWBK,2011-03,4129
2499,BRE,2011-03,3605
2500,HANDLOWY,2011-03,3289
2501,INGBSK,2011-03,2899
2502,TAURONPE,2011-03,2743
2503,GETIN,2011-03,2526
2504,ENEA,2011-03,2333
2505,GETINOBLE,2011-03,1771
2506,MILLENNIUM,2011-03,1763
2507,ZYWIEC,2011-03,1663
2508,TVN,2011-03,1550
2509,LOTOS,2011-03,1429
2510,BANKBPH,2011-03,1426
2511,SYNTHOS,2011-03,1323
2512,GTC,2011-03,1164
2513,KREDYTB,2011-03,1157
2514,EUROCASH,2011-03,1062
2515,BOGDANKA,2011-03,1061
2516,CYFRPLSAT,2011-03,1059
2517,ASSECOPOL,2011-03,1042
2518,SWIECIE,2011-03,997
2519,LPP,2011-03,905
2520,FORTISPL,2011-03,758
2521,PBG,2011-03,670
2522,NORDEABP,2011-03,664
2523,BUDIMEX,2011-03,652
2524,CERSANIT,2011-03,642
2525,BORYSZEW,2011-03,619
2526,CCC,2011-03,570
2527,PULAWY,2011-03,541
2528,NFIEMF,2011-03,513
2529,ECHO,2011-03,513
2530,NETIA,2011-03,511
2531,GPW,2011-03,510
2532,TUEUROPA,2011-03,491
2533,STALPROD,2011-03,468
2534,KRUSZWICA,2011-03,458
2535,FAMUR,2011-03,458
2536,ORBIS,2011-03,458
2537,POLIMEXMS,2011-03,457
2538,EMPERIA,2011-03,425
2539,KOPEX,2011-03,395
2540,ALCHEMIA,2011-03,385
2541,MMPPL,2011-03,368
2542,AMREST,2011-03,360
2543,AZOTYTARNOW,2011-03,347
2544,CIECH,2011-03,342
2545,KOGENERA,2011-03,337
2546,AGORA,2011-03,333
2547,BOS,2011-03,300
2548,KETY,2011-03,294
2549,DOMDEV,2011-03,291
2550,INTERCARS,2011-03,286
2551,IMPEXMET,2011-03,246
2552,GRAJEWO,2011-03,242
2553,BIOTON,2011-03,228
2554,MOSTALWAR,2011-03,228
2561,PKOBP,2011-04,14508
2562,PEKAO,2011-04,11594
2563,PGE,2011-04,11373
2564,KGHM,2011-04,9920
2565,PZU,2011-04,8180
2566,PKNORLEN,2011-04,6007
2567,TPSA,2011-04,5953
2568,PGNIG,2011-04,5829
2569,BZWBK,2011-04,4361
2570,BRE,2011-04,3698
2571,HANDLOWY,2011-04,3318
2572,INGBSK,2011-04,2894
2573,TAURONPE,2011-04,2760
2574,GETIN,2011-04,2703
2575,ENEA,2011-04,2186
2576,ZYWIEC,2011-04,1864
2577,GETINOBLE,2011-04,1805
2578,MILLENNIUM,2011-04,1676
2579,LOTOS,2011-04,1567
2580,TVN,2011-04,1533
2581,SYNTHOS,2011-04,1512
2582,BANKBPH,2011-04,1480
2583,CYFRPLSAT,2011-04,1436
2584,KREDYTB,2011-04,1196
2585,GTC,2011-04,1153
2586,EUROCASH,2011-04,1128
2587,BOGDANKA,2011-04,1088
2588,SWIECIE,2011-04,1046
2589,ASSECOPOL,2011-04,1046
2590,LPP,2011-04,962
2591,BNPPL,2011-04,904
2592,BUDIMEX,2011-04,699
2593,CERSANIT,2011-04,674
2594,NORDEABP,2011-04,627
2595,PBG,2011-04,595
2596,PULAWY,2011-04,592
2597,CCC,2011-04,575
2598,ECHO,2011-04,540
2599,GPW,2011-04,536
2600,NETIA,2011-04,524
2601,STALPROD,2011-04,514
2602,NFIEMF,2011-04,480
2603,ORBIS,2011-04,473
2604,KRUSZWICA,2011-04,466
2605,POLIMEXMS,2011-04,462
2606,TUEUROPA,2011-04,460
2607,FAMUR,2011-04,443
2608,AMREST,2011-04,438
2609,EMPERIA,2011-04,433
2610,ALCHEMIA,2011-04,406
2611,KOPEX,2011-04,382
2612,AZOTYTARNOW,2011-04,377
2613,MMPPL,2011-04,362
2614,KOGENERA,2011-04,345
2615,CIECH,2011-04,342
2616,AGORA,2011-04,330
2617,BOS,2011-04,320
2618,INTERCARS,2011-04,316
2619,BORYSZEW,2011-04,309
2620,KETY,2011-04,307
2621,POLICE,2011-04,288
2622,DOMDEV,2011-04,286
2623,IMPEXMET,2011-04,255
2624,OPENFIN,2011-04,248
2625,BIOTON,2011-04,237
2632,PKOBP,2011-05,13887
2633,PGE,2011-05,11643
2634,PEKAO,2011-05,11252
2635,KGHM,2011-05,9705
2636,PZU,2011-05,8489
2637,PGNIG,2011-05,6531
2638,TPSA,2011-05,6096
2639,PKNORLEN,2011-05,5837
2640,BZWBK,2011-05,4104
2641,BRE,2011-05,3632
2642,HANDLOWY,2011-05,3186
2643,TAURONPE,2011-05,2923
2644,INGBSK,2011-05,2810
2645,GETIN,2011-05,2563
2646,ENEA,2011-05,2198
2647,SYNTHOS,2011-05,1806
2648,GETINOBLE,2011-05,1748
2649,MILLENNIUM,2011-05,1711
2650,ZYWIEC,2011-05,1625
2651,LOTOS,2011-05,1533
2652,TVN,2011-05,1470
2653,CYFRPLSAT,2011-05,1468
2654,BANKBPH,2011-05,1286
2655,KREDYTB,2011-05,1221
2656,SWIECIE,2011-05,1123
2657,GTC,2011-05,1108
2658,LPP,2011-05,1051
2659,ASSECOPOL,2011-05,1038
2660,BOGDANKA,2011-05,1015
2661,EUROCASH,2011-05,1002
2662,BNPPL,2011-05,823
2663,BGZ,2011-05,662
2664,BUDIMEX,2011-05,654
2665,STALPROD,2011-05,638
2666,PULAWY,2011-05,618
2667,CERSANIT,2011-05,603
2668,NORDEABP,2011-05,588
2669,NETIA,2011-05,568
2670,ECHO,2011-05,567
2671,GPW,2011-05,565
2672,CCC,2011-05,553
2673,PBG,2011-05,495
2674,FAMUR,2011-05,479
2675,ALCHEMIA,2011-05,468
2676,NFIEMF,2011-05,467
2677,TUEUROPA,2011-05,461
2678,KRUSZWICA,2011-05,455
2679,ORBIS,2011-05,448
2680,KOPEX,2011-05,424
2681,EMPERIA,2011-05,420
2682,AMREST,2011-05,417
2683,POLIMEXMS,2011-05,407
2684,AZOTYTARNOW,2011-05,378
2685,MMPPL,2011-05,367
2686,KOGENERA,2011-05,350
2687,INTERCARS,2011-05,337
2688,CIECH,2011-05,326
2689,BOS,2011-05,308
2690,BORYSZEW,2011-05,308
2691,KETY,2011-05,308
2692,DOMDEV,2011-05,297
2693,IMPEXMET,2011-05,272
2694,AGORA,2011-05,261
2695,POLICE,2011-05,258
2696,OPENFIN,2011-05,250
2703,PKOBP,2011-06,13169
2704,PGE,2011-06,11247
2705,PEKAO,2011-06,10675
2706,KGHM,2011-06,9883
2707,PZU,2011-06,8123
2708,PGNIG,2011-06,6231
2709,TPSA,2011-06,5582
2710,PKNORLEN,2011-06,5552
2711,BZWBK,2011-06,4326
2712,BRE,2011-06,3441
2713,TAURONPE,2011-06,2893
2714,HANDLOWY,2011-06,2851
2715,INGBSK,2011-06,2816
2716,GETIN,2011-06,2346
2717,ENEA,2011-06,1993
2718,SYNTHOS,2011-06,1693
2719,MILLENNIUM,2011-06,1643
2720,ZYWIEC,2011-06,1546
2721,LOTOS,2011-06,1471
2722,GETINOBLE,2011-06,1459
2723,CYFRPLSAT,2011-06,1442
2724,TVN,2011-06,1401
2725,KREDYTB,2011-06,1179
2726,BANKBPH,2011-06,1154
2727,GTC,2011-06,1024
2728,EUROCASH,2011-06,1013
2729,SWIECIE,2011-06,1010
2730,LPP,2011-06,990
2731,BOGDANKA,2011-06,980
2732,ASSECOPOL,2011-06,964
2733,BNPPL,2011-06,660
2734,BGZ,2011-06,639
2735,STALPROD,2011-06,624
2736,BUDIMEX,2011-06,586
2737,PULAWY,2011-06,568
2738,NETIA,2011-06,565
2739,NORDEABP,2011-06,557
2740,CCC,2011-06,554
2741,GPW,2011-06,547
2742,CERSANIT,2011-06,540
2743,ECHO,2011-06,521
2744,PBG,2011-06,497
2745,TUEUROPA,2011-06,457
2746,FAMUR,2011-06,453
2747,KRUSZWICA,2011-06,450
2748,ALCHEMIA,2011-06,447
2749,ORBIS,2011-06,436
2750,KOPEX,2011-06,434
2751,NFIEMF,2011-06,425
2752,POLIMEXMS,2011-06,421
2753,EMPERIA,2011-06,420
2754,AMREST,2011-06,415
2755,KOGENERA,2011-06,353
2756,AZOTYTARNOW,2011-06,330
2757,INTERCARS,2011-06,320
2758,DOMDEV,2011-06,302
2759,CIECH,2011-06,302
2760,KETY,2011-06,293
2761,BOS,2011-06,286
2762,BORYSZEW,2011-06,258
2763,MMPPL,2011-06,254
2764,OPENFIN,2011-06,252
2765,IMPEXMET,2011-06,251
2766,AGORA,2011-06,230
2767,RAFAKO,2011-06,220
2774,PKOBP,2011-07,12810
2775,PGE,2011-07,10816
2776,PEKAO,2011-07,10416
2777,KGHM,2011-07,9515
2778,PZU,2011-07,8156
2779,PGNIG,2011-07,6235
2780,TPSA,2011-07,5805
2781,PKNORLEN,2011-07,4986
2782,BZWBK,2011-07,4353
2783,JSW,2011-07,3921
2784,BRE,2011-07,3342
2785,TAURONPE,2011-07,2813
2786,INGBSK,2011-07,2756
2787,HANDLOWY,2011-07,2682
2788,ENEA,2011-07,2073
2789,GETIN,2011-07,2070
2790,SYNTHOS,2011-07,1896
2791,MILLENNIUM,2011-07,1611
2792,ZYWIEC,2011-07,1508
2793,GETINOBLE,2011-07,1505
2794,TVN,2011-07,1448
2795,CYFRPLSAT,2011-07,1398
2796,LOTOS,2011-07,1237
2797,BANKBPH,2011-07,1168
2798,KREDYTB,2011-07,1164
